movie,title,genres,year,Rating,RottenTomato
940,"Adventures of Robin Hood, The",Action|Adventure|Romance,1938,5,95
955,Bringing Up Baby,Comedy|Romance,1938,1,78
1099,"Christmas Carol, A",Children|Drama|Fantasy,1938,6,60
2208,"Lady Vanishes, The",Drama|Mystery|Thriller,1938,9,81
7086,Pygmalion,Comedy|Drama,1938,2,59
25850,Holiday,Comedy|Drama|Romance,1938,10,71
34002,Room Service,Comedy,1938,6,90
98803,Little Miss Broadway,Drama|Musical,1938,2,72
917,"Little Princess, The",Children|Drama,1938,10,52
919,"Wizard of Oz, The",Adventure|Children|Fantasy|Musical,1938,10,92
920,Gone with the Wind,Drama|Romance|War,1938,7,51
954,Mr. Smith Goes to Washington,Drama,1938,10,100
962,They Made Me a Criminal,Crime|Drama,1938,1,89
2207,Jamaica Inn,Drama,1938,2,78
2649,Son of Frankenstein,Horror,1938,5,61
2847,Only Angels Have Wings,Adventure|Drama|Romance,1938,6,85
2899,Gulliver's Travels,Adventure|Animation|Children,1938,1,98
6783,"Rules of the Game, The (La règle du jeu)",Comedy|Drama,1938,4,95
7079,"Hunchback of Notre Dame, The",Drama,1938,9,89
7831,Another Thin Man,Comedy|Crime|Drama|Mystery|Romance,1938,10,55
8404,"Hound of the Baskervilles, The",Crime|Mystery|Thriller,1938,2,65
25856,Wuthering Heights,Drama|Romance,1938,10,67
34018,At the Circus,Comedy|Musical,1938,6,75
59180,Tarzan Finds a Son!,Action|Adventure,1938,6,91
99276,Susannah of the Mounties,Drama,1938,1,96
