movie,title,genres,year,Rating,RottenTomato
897,For Whom the Bell Tolls,Adventure|Drama|Romance|War,1943,8,64
2651,Frankenstein Meets the Wolf Man,Horror,1943,9,81
2653,Son of Dracula,Horror,1943,9,92
3611,Saludos Amigos,Animation|Children|Comedy,1943,1,75
3936,Phantom of the Opera,Horror|Musical|Thriller,1943,8,70
4923,Guadalcanal Diary,Action|War,1943,8,97
5825,"Life and Death of Colonel Blimp, The",Drama|Romance|War,1943,2,73
7883,I Walked with a Zombie,Drama|Horror,1943,1,81
25882,"Hard Way, The",Drama,1943,3,54
25891,Heaven Can Wait,Comedy|Fantasy|Romance,1943,10,93
25898,Day of Wrath (Vredens dag),Drama,1943,8,70
128235,Stormy Weather,Comedy|Documentary|Drama,1943,4,75
942,Laura,Crime|Film-Noir|Mystery,1943,7,51
1069,"Murder, My Sweet",Crime|Film-Noir|Thriller,1943,5,74
1269,Arsenic and Old Lace,Comedy|Mystery|Thriller,1943,1,93
1937,Going My Way,Comedy|Drama|Musical,1943,3,60
2635,"Mummy's Curse, The",Horror,1943,4,89
6983,Jane Eyre,Drama|Romance,1943,2,61
25901,"Henry V (Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The)",Drama|War,1943,1,56
25904,Ministry of Fear,Drama|Film-Noir|Thriller,1943,9,67
25906,Mr. Skeffington,Drama|Romance,1943,8,68
33587,"Uninvited, The",Horror|Mystery|Romance,1943,8,93
38384,Hail the Conquering Hero,Comedy,1943,2,68
