movie,title,genres,year,Rating,RottenTomato
121,"Boys of St. Vincent, The",Drama,1992,10,84
265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,1992,10,54
373,Red Rock West,Thriller,1992,2,79
526,"Savage Nights (Nuits fauves, Les)",Drama,1992,10,56
573,"Ciao, Professore! (Io speriamo che me la cavo)",Drama,1992,5,67
1037,"Lawnmower Man, The",Action|Horror|Sci-Fi|Thriller,1992,10,100
1089,Reservoir Dogs,Crime|Mystery|Thriller,1992,7,77
1092,Basic Instinct,Crime|Mystery|Thriller,1992,9,57
1171,Bob Roberts,Comedy,1992,3,91
1187,Passion Fish,Drama,1992,9,72
1188,Strictly Ballroom,Comedy|Romance,1992,3,58
1266,Unforgiven,Drama|Western,1992,5,70
1396,Sneakers,Action|Comedy|Crime|Drama|Sci-Fi,1992,7,81
1408,"Last of the Mohicans, The",Action|Romance|War|Western,1992,1,50
1570,Tetsuo II: Body Hammer,Horror|Sci-Fi,1992,1,90
1990,Prom Night IV: Deliver Us From Evil,Horror,1992,2,64
2053,"Honey, I Blew Up the Kid",Children|Comedy|Sci-Fi,1992,5,90
2083,"Muppet Christmas Carol, The",Children|Comedy|Musical,1992,8,50
2253,Toys,Comedy|Fantasy,1992,1,88
2268,"Few Good Men, A",Crime|Drama|Thriller,1992,3,100
2302,My Cousin Vinny,Comedy,1992,5,92
2800,Little Nemo: Adventures in Slumberland,Adventure|Animation|Children|Drama|Fantasy,1992,6,96
3043,Meatballs 4,Comedy,1992,6,65
3045,Peter's Friends,Comedy|Drama,1992,8,59
3063,Poison Ivy,Drama|Thriller,1992,3,77
3100,"River Runs Through It, A",Drama,1992,2,80
3120,"Distinguished Gentleman, The",Comedy,1992,6,86
3243,Encino Man,Comedy,1992,3,96
3247,Sister Act,Comedy|Crime,1992,3,91
3252,Scent of a Woman,Drama,1992,9,57
3255,"League of Their Own, A",Comedy|Drama,1992,2,94
3258,Death Becomes Her,Comedy|Fantasy,1992,9,77
3259,Far and Away,Adventure|Drama|Romance,1992,10,76
3260,Howards End,Drama,1992,3,87
3262,Twin Peaks: Fire Walk with Me,Crime|Drama|Mystery|Thriller,1992,10,95
3263,White Men Can't Jump,Comedy|Drama,1992,7,69
3265,Hard-Boiled (Lat sau san taam),Action|Crime|Drama|Thriller,1992,7,89
3270,"Cutting Edge, The",Comedy|Drama|Romance,1992,9,82
3271,Of Mice and Men,Drama,1992,4,88
3272,Bad Lieutenant,Crime|Drama,1992,4,74
3274,Single White Female,Drama|Thriller,1992,3,90
3614,Honeymoon in Vegas,Comedy|Romance,1992,4,69
3677,Baraka,Documentary,1992,5,73
3802,Freejack,Action|Sci-Fi,1992,9,97
3919,Hellraiser III: Hell on Earth,Horror,1992,3,81
4063,Prelude to a Kiss,Comedy|Drama|Romance,1992,2,86
4354,Unlawful Entry,Crime|Thriller,1992,5,87
4748,3 Ninjas,Action|Children|Comedy,1992,7,94
5023,"Waterdance, The",Drama,1992,7,58
5159,Ferngully: The Last Rainforest,Animation|Children|Comedy|Musical,1992,8,75
5339,Husbands and Wives,Comedy|Drama,1992,1,82
5582,Captain Ron,Adventure|Comedy,1992,5,64
6198,American Heart,Crime|Drama,1992,2,92
6261,Wind,Action|Romance,1992,4,81
6442,Belle époque,Comedy|Romance,1992,8,75
6612,Brother's Keeper,Documentary,1992,4,62
6676,Incident at Oglala,Documentary,1992,3,76
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),Action|Romance,1992,8,61
6793,Beethoven,Children|Comedy|Drama,1992,2,87
6829,"Gun in Betty Lou's Handbag, The",Comedy|Mystery,1992,4,78
6961,Damage (Fatale),Drama,1992,9,78
6997,Hoffa,Crime|Drama,1992,5,73
7186,Once Upon a Crime...,Comedy|Mystery,1992,1,96
7624,School Ties,Drama,1992,5,76
7636,Raising Cain,Horror|Thriller,1992,2,62
8273,"Tale of Ham and Passion, A (Jamón, Jamón)",Comedy|Drama|Romance,1992,9,69
8582,Manufacturing Consent: Noam Chomsky and the Media,Documentary|War,1992,6,80
8892,Basket Case 3: The Progeny,Comedy|Horror,1992,7,82
26797,Visions of Light: The Art of Cinematography,Documentary,1992,1,72
26819,Fortress,Action|Sci-Fi,1992,10,94
31547,Lessons of Darkness (Lektionen in Finsternis),Documentary|War,1992,1,77
34364,This Is My Life,Comedy|Drama,1992,4,53
52666,Benny's Video,Drama|Horror,1992,8,82
66317,Comet in Moominland,Adventure|Animation|Fantasy,1992,3,98
95473,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi),Action|Adventure|Animation,1992,6,62
109249,"Journey, The (El viaje)",Drama,1992,3,90
140265,George Carlin: Jammin' in New York,Comedy,1992,2,62
269,My Crazy Life (Mi vida loca),Drama,1992,3,81
285,Beyond Bedlam,Drama|Horror,1992,1,93
321,Strawberry and Chocolate (Fresa y chocolate),Drama,1992,5,90
337,What's Eating Gilbert Grape,Drama,1992,1,51
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,1992,7,87
365,Little Buddha,Drama,1992,2,75
392,"Secret Adventures of Tom Thumb, The",Adventure|Animation,1992,4,81
412,"Age of Innocence, The",Drama,1992,1,64
428,"Bronx Tale, A",Drama,1992,6,52
431,Carlito's Way,Crime|Drama,1992,6,86
434,Cliffhanger,Action|Adventure|Thriller,1992,7,51
435,Coneheads,Comedy|Sci-Fi,1992,3,58
441,Dazed and Confused,Comedy,1992,4,73
451,Flesh and Bone,Drama|Mystery|Romance,1992,6,90
453,For Love or Money,Comedy|Romance,1992,2,77
