movie,title,genres,year,Rating,RottenTomato
1018,That Darn Cat!,Children|Comedy|Mystery,1965,9,58
1035,"Sound of Music, The",Musical|Romance,1965,10,89
2946,Help!,Comedy|Musical,1965,3,79
2983,"Ipcress File, The",Thriller,1965,7,89
2993,Thunderball,Action|Adventure|Thriller,1965,8,82
3075,Repulsion,Drama|Horror,1965,3,97
3520,How to Stuff a Wild Bikini,Comedy,1965,5,98
3681,For a Few Dollars More (Per qualche dollaro in più),Action|Drama|Thriller|Western,1965,10,63
4189,"Greatest Story Ever Told, The",Drama,1965,7,53
4402,Dr. Goldfoot and the Bikini Machine,Comedy,1965,1,80
4411,Sons of Katie Elder,Western,1965,6,54
5498,Red Beard (Akahige),Drama,1965,9,50
6422,Shenandoah,Drama|War|Western,1965,10,75
6448,"Flight of the Phoenix, The",Action|Adventure|Drama,1965,1,98
7051,"What's New, Pussycat",Comedy,1965,4,56
7130,Darling,Drama,1965,4,82
8494,"Cincinnati Kid, The",Drama,1965,8,67
8772,"Spy Who Came in from the Cold, The",Drama|Thriller,1965,5,81
8821,Harum Scarum,Comedy|Musical,1965,3,55
26147,"Thousand Clowns, A",Comedy|Drama|Romance,1965,5,72
31737,Bunny Lake Is Missing,Mystery|Thriller,1965,8,64
32139,"Agony and the Ecstasy, The",Drama,1965,7,52
49394,Simon of the Desert (Simón del desierto),Drama,1965,6,59
97254,Shakespeare-Wallah,Drama,1965,8,58
127052,Operation 'Y' & Other Shurik's Adventures,Comedy|Crime|Romance,1965,2,57
2180,Torn Curtain,Thriller,1965,5,90
3144,"Glass Bottom Boat, The",Comedy|Romance,1965,6,55
3487,El Dorado,Western,1965,4,91
3653,"Endless Summer, The",Documentary,1965,9,71
3788,Blow-Up (Blowup),Drama|Mystery,1965,2,69
3927,Fantastic Voyage,Adventure|Sci-Fi,1965,7,59
4186,"Fortune Cookie, The",Comedy|Drama|Romance,1965,7,62
4337,"Sand Pebbles, The",Drama|Romance|War,1965,4,73
4930,Funeral in Berlin,Action|Drama|Thriller,1965,2,97
5801,"Russians Are Coming, the Russians Are Coming, The",Comedy|War,1965,7,53
6386,Nevada Smith,Western,1965,4,66
6813,"Ghost and Mr. Chicken, The",Comedy|Romance,1965,3,66
7182,Lord Love a Duck,Comedy,1965,7,85
7327,Persona,Drama,1965,9,61
8033,How to Steal a Million,Comedy|Crime|Romance,1965,8,71
8056,Harper,Crime|Drama|Mystery,1965,2,99
8525,"Ugly Dachshund, The",Children|Comedy,1965,10,65
8796,"Funny Thing Happened on the Way to the Forum, A",Comedy|Musical,1965,3,97
8820,Spinout,Comedy|Musical,1965,6,51
31930,Masculin Féminin,Drama,1965,8,87
32387,"Sword of Doom, The (Dai-bosatsu tôge)",Action|Drama,1965,6,56
42900,Cul-de-sac,Comedy|Crime|Drama|Thriller,1965,2,99
52435,How the Grinch Stole Christmas!,Animation|Comedy|Fantasy|Musical,1965,8,84
