movie,title,genres,year,Rating,RottenTomato
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,1977,1,60
1030,Pete's Dragon,Adventure|Animation|Children|Musical,1977,1,86
1331,Audrey Rose,Horror,1977,3,52
2037,Candleshoe,Adventure|Children|Comedy,1977,4,94
2051,Herbie Goes to Monte Carlo,Adventure|Children|Comedy,1977,10,82
2090,"Rescuers, The",Adventure|Animation|Children|Crime|Drama,1977,8,65
2523,Rollercoaster,Drama|Thriller,1977,10,54
3294,Eaten Alive,Horror,1977,2,83
3339,Cross of Iron,War,1977,6,78
3674,For the Love of Benji,Adventure|Children|Comedy|Drama,1977,6,70
3676,Eraserhead,Drama|Horror,1977,3,59
3760,"Kentucky Fried Movie, The",Comedy,1977,1,52
4437,Suspiria,Horror,1977,10,76
4927,"Last Wave, The",Fantasy|Mystery|Thriller,1977,9,54
5141,"Bad News Bears in Breaking Training, The",Comedy,1977,5,67
5693,Saturday Night Fever,Comedy|Drama|Romance,1977,6,90
5965,"Duellists, The",Action|War,1977,6,70
6021,"American Friend, The (Amerikanische Freund, Der)",Crime|Drama|Mystery|Thriller,1977,8,63
6465,Jubilee,Drama,1977,4,85
7029,Rabid,Horror|Thriller,1977,4,91
7415,"Late Show, The",Comedy|Crime|Drama|Mystery,1977,5,65
7586,Soldier of Orange (a.k.a. Survival Run) (Soldaat van Oranje),Drama|Thriller|War,1977,4,50
7920,Desperate Living,Comedy|Crime,1977,9,66
7980,"Bridge Too Far, A",Action|Drama|War,1977,8,71
8261,3 Women (Three Women),Drama,1977,10,67
26391,"New York, New York",Drama|Musical|Romance,1977,6,51
26393,Sorcerer,Action|Thriller,1977,7,80
26394,"Turning Point, The",Drama|Romance,1977,3,65
26403,"Hobbit, The",Animation|Children|Fantasy,1977,3,58
31193,"Many Adventures of Winnie the Pooh, The",Animation|Children|Musical,1977,4,76
32234,Julia,Drama,1977,9,77
52767,21 Up,Documentary,1977,4,75
77808,Bobby Deerfield,Drama|Romance,1977,1,70
1194,Cheech and Chong's Up in Smoke,Comedy,1977,7,51
1263,"Deer Hunter, The",Drama|War,1977,8,56
1982,Halloween,Horror,1977,3,84
2055,Hot Lead and Cold Feet,Action|Comedy|Western,1977,3,59
2116,"Lord of the Rings, The",Adventure|Animation|Children|Fantasy,1977,7,50
2534,Avalanche,Action,1977,6,76
2866,"Buddy Holly Story, The",Drama,1977,4,69
2924,Drunken Master (Jui kuen),Action|Comedy,1977,1,61
3015,Coma,Thriller,1977,5,88
3445,Eyes of Laura Mars,Mystery|Thriller,1977,9,63
3519,Force 10 from Navarone,Action|Drama|War,1977,9,86
3724,Coming Home,Drama|War,1977,1,57
3732,"Fury, The",Horror,1977,5,94
3813,Interiors,Drama,1977,9,91
4316,Ice Castles,Drama,1977,8,82
4441,Game of Death,Action,1977,1,91
6316,"Wiz, The",Adventure|Children|Comedy|Fantasy|Musical,1977,3,68
6725,Sgt. Pepper's Lonely Hearts Club Band,Adventure|Musical,1977,7,64
6730,Convoy,Action|Comedy|Drama,1977,8,70
6990,The Great Train Robbery,Action|Adventure|Comedy|Crime|Drama,1977,2,89
7001,Invasion of the Body Snatchers,Horror|Mystery|Sci-Fi|Thriller,1977,5,57
7107,Foul Play,Comedy|Thriller,1977,3,83
7387,Dawn of the Dead,Action|Drama|Horror,1977,3,56
8596,Revenge of the Pink Panther,Comedy|Crime,1977,9,85
26400,Gates of Heaven,Documentary,1977,3,80
26413,Snake in the Eagle's Shadow (Se ying diu sau),Action|Comedy,1977,8,69
33912,"Unmarried Woman, An",Comedy|Drama|Romance,1977,3,70
44911,Magic,Drama|Horror|Romance|Thriller,1977,7,86
52319,Inglorious Bastards (Quel maledetto treno blindato),Action|Adventure|Drama|War,1977,1,53
