movie,title,genres,year,Rating,RottenTomato
98,Shopping,Action|Thriller,1994,10,88
126,"NeverEnding Story III, The",Adventure|Children|Fantasy,1994,10,59
149,Amateur,Crime|Drama|Thriller,1994,5,58
162,Crumb,Documentary,1994,5,58
183,Mute Witness,Comedy|Horror|Thriller,1994,5,86
184,Nadja,Drama,1994,9,94
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,1994,1,53
231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,1994,5,82
232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,1994,7,63
245,The Glass Shield,Crime|Drama,1994,8,77
246,Hoop Dreams,Documentary,1994,9,82
248,Houseguest,Comedy,1994,7,88
252,I.Q.,Comedy|Romance,1994,6,97
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994,3,93
256,Junior,Comedy|Sci-Fi,1994,5,54
263,Ladybird Ladybird,Drama,1994,5,99
266,Legends of the Fall,Drama|Romance|War|Western,1994,5,87
275,Mixed Nuts,Comedy,1994,4,95
276,Milk Money,Comedy|Romance,1994,9,75
281,Nobody's Fool,Comedy|Drama|Romance,1994,5,60
282,Nell,Drama,1994,8,100
288,Natural Born Killers,Action|Crime|Thriller,1994,7,87
289,Only You,Comedy|Romance,1994,4,83
290,Once Were Warriors,Crime|Drama,1994,4,72
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,1994,4,98
296,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994,4,93
299,Priest,Drama,1994,1,99
305,Ready to Wear (Pret-A-Porter),Comedy,1994,10,81
313,"Swan Princess, The",Animation|Children,1994,7,85
314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994,4,75
315,"Specialist, The",Action|Drama|Thriller,1994,3,86
316,Stargate,Action|Adventure|Sci-Fi,1994,6,66
317,"Santa Clause, The",Comedy|Drama|Fantasy,1994,5,69
318,"Shawshank Redemption, The",Crime|Drama,1994,1,84
