movie,title,genres,year,Rating,RottenTomato
906,Gaslight,Drama|Thriller,1944,1,58
918,Meet Me in St. Louis,Musical,1944,2,70
2202,Lifeboat,Drama|War,1944,3,88
2636,"Mummy's Ghost, The",Horror,1944,8,77
2647,House of Frankenstein,Horror,1944,10,73
3435,Double Indemnity,Crime|Drama|Film-Noir,1944,9,74
3643,"Fighting Seabees, The",Action|Drama|War,1944,10,83
7059,National Velvet,Children|Drama,1944,9,64
7215,To Have and Have Not,Adventure|Drama|Romance|Thriller|War,1944,5,62
25900,"Curse of the Cat People, The",Drama,1944,6,51
25911,"Woman in the Window, The",Crime|Film-Noir|Thriller,1944,5,80
931,Spellbound,Mystery|Romance|Thriller,1944,6,100
966,A Walk in the Sun,Drama|War,1944,8,88
1024,"Three Caballeros, The",Animation|Children|Musical,1944,7,75
1337,"Body Snatcher, The",Drama|Horror|Thriller,1944,9,59
2920,Children of Paradise (Les enfants du paradis),Drama|Romance,1944,9,75
3599,Anchors Aweigh,Comedy|Musical,1944,5,66
3849,The Spiral Staircase,Horror|Mystery|Thriller,1944,5,96
3966,Detour,Crime|Film-Noir,1944,4,65
4194,I Know Where I'm Going!,Drama|Romance|War,1944,4,93
8460,State Fair,Musical|Romance,1944,3,94
8482,"Picture of Dorian Gray, The",Drama|Fantasy|Horror,1944,4,100
8583,"Clock, The",Adventure|Drama|Romance,1944,6,64
8584,Leave Her to Heaven,Drama|Film-Noir,1944,10,95
25916,They Were Expendable,Drama|War,1944,6,93
61634,Son of Lassie,Children|Drama,1944,6,99
80346,"Song to Remember, A",Drama,1944,4,93
