movie,title,genres,year,Rating,RottenTomato
1210,Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Sci-Fi,1983,3,76
1231,"Right Stuff, The",Drama,1983,2,69
1238,Local Hero,Comedy,1983,10,91
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance),Documentary,1983,2,50
1323,Amityville 3-D,Horror,1983,7,97
1958,Terms of Endearment,Comedy|Drama,1983,4,54
2070,Tender Mercies,Drama|Romance|Western,1983,5,77
2097,Something Wicked This Way Comes,Children|Drama|Fantasy|Mystery|Thriller,1983,2,83
2111,"Man with Two Brains, The",Comedy,1983,10,84
2114,"Outsiders, The",Drama,1983,4,53
2118,"Dead Zone, The",Thriller,1983,4,68
2121,Cujo,Horror|Thriller,1983,10,60
2517,Christine,Horror,1983,2,89
2642,Superman III,Action|Adventure|Sci-Fi,1983,7,93
2804,"Christmas Story, A",Children|Comedy,1983,10,87
2855,Nightmares,Horror,1983,7,53
2897,And the Ship Sails On (E la nave va),Comedy|War,1983,8,75
2902,Psycho II,Horror|Mystery|Thriller,1983,5,74
2915,Risky Business,Comedy,1983,5,99
3039,Trading Places,Comedy,1983,8,85
3331,My Tutor,Drama,1983,9,51
3347,Never Cry Wolf,Adventure|Drama,1983,4,65
3497,Max Dugan Returns,Comedy,1983,7,97
3591,Mr. Mom,Comedy|Drama,1983,9,97
3689,Porky's II: The Next Day,Comedy,1983,4,73
3843,Sleepaway Camp,Horror,1983,1,56
4262,Scarface,Action|Crime|Drama,1983,4,65
4275,Krull,Action|Adventure|Fantasy|Sci-Fi,1983,2,95
4353,Uncommon Valor,Action|War,1983,6,65
4809,Silkwood,Drama,1983,8,72
4957,Sudden Impact,Crime|Thriller,1983,8,53
4987,Spacehunter: Adventures in the Forbidden Zone,Action|Adventure|Sci-Fi,1983,4,99
5041,Fire and Ice,Animation|Fantasy,1983,8,98
5054,Brainstorm,Sci-Fi|Thriller,1983,6,95
5101,Richard Pryor Here and Now,Comedy|Documentary,1983,2,81
5226,All the Right Moves,Drama|Romance,1983,3,78
5248,Smokey and the Bandit III,Action|Comedy,1983,7,96
5360,"Survivors, The",Comedy,1983,5,52
6001,"King of Comedy, The",Comedy|Drama,1983,7,71
6123,Sunless (Sans Soleil),Documentary,1983,3,71
7570,Octopussy,Action|Adventure|Thriller,1983,8,89
7573,Never Say Never Again,Action|Adventure|Thriller,1983,6,51
7934,Zelig,Comedy,1983,5,69
8722,Two of a Kind,Comedy|Fantasy|Romance,1983,7,91
26464,Blue Thunder,Action|Crime|Drama,1983,8,80
26480,"Raiders of Atlantis, The",Action|Mystery|Sci-Fi,1983,5,100
26485,Rumble Fish,Drama,1983,9,89
31035,Testament,Drama,1983,4,80
32444,Carmen,Drama|Musical|Romance,1983,6,88
33021,Dark Habits (Entre tinieblas),Comedy|Drama,1983,10,73
48198,Streamers,Drama|War,1983,5,67
152173,Michael Jackson's Thriller,Horror,1983,4,50
1227,Once Upon a Time in America,Crime|Drama,1983,4,81
1347,"Nightmare on Elm Street, A",Horror|Thriller,1983,7,64
1375,Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi,1983,2,97
1977,Friday the 13th Part IV: The Final Chapter,Horror,1983,1,83
2021,Dune,Adventure|Sci-Fi,1983,1,76
2117,1984 (Nineteen Eighty-Four),Drama|Sci-Fi,1983,7,71
2122,Children of the Corn,Horror|Thriller,1983,7,57
2144,Sixteen Candles,Comedy|Romance,1983,1,77
2161,"NeverEnding Story, The",Adventure|Children|Fantasy,1983,5,53
2257,No Small Affair,Comedy|Romance,1983,8,81
