movie,title,genres,year,Rating,RottenTomato
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",Action|Adventure|Western,1966,1,60
1949,"Man for All Seasons, A",Drama,1966,1,52
2132,Who's Afraid of Virginia Woolf?,Drama,1966,6,81
2969,"Man and a Woman, A (Un homme et une femme)",Drama|Romance,1966,4,66
4191,Alfie,Comedy|Drama|Romance,1966,5,75
4284,Frankie and Johnny,Comedy,1966,3,95
4984,Morgan!,Comedy|Drama|Fantasy,1966,6,53
5062,Seconds,Mystery|Sci-Fi|Thriller,1966,6,71
6232,Born Free,Adventure|Children|Drama,1966,1,59
6305,Fahrenheit 451,Drama|Sci-Fi,1966,10,82
6447,Duel at Diablo,War,1966,8,72
6458,"Blue Max, The",Adventure|Drama|War,1966,5,63
6584,"What's Up, Tiger Lily?",Adventure|Comedy|Crime|Thriller,1966,5,96
7122,King of Hearts,Comedy|Drama|War,1966,8,50
7312,"Follow Me, Boys!",Comedy|Drama,1966,3,72
7882,The Plague of the Zombies,Horror,1966,6,55
7995,"Wild Angels, The",Action|Drama,1966,4,96
26131,"Battle of Algiers, The (La battaglia di Algeri)",Drama|War,1966,1,76
26151,Au Hasard Balthazar,Crime|Drama,1966,9,90
26152,Batman,Action|Adventure|Comedy,1966,5,81
26157,Manos: The Hands of Fate,Horror,1966,1,70
34359,Georgy Girl,Comedy,1966,1,53
60487,"It's the Great Pumpkin, Charlie Brown",Animation|Children|Comedy,1966,2,99
69908,"Group, The",Drama,1966,7,52
91582,Stagecoach,Western,1966,9,61
1084,Bonnie and Clyde,Crime|Drama,1966,10,73
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her),Drama,1966,5,83
2047,"Gnome-Mobile, The",Adventure|Children|Fantasy|Musical,1966,5,80
2944,"Dirty Dozen, The",Action|Drama|War,1966,9,76
3025,Rough Night in Jericho,Western,1966,3,78
3028,"Taming of the Shrew, The",Comedy,1966,6,57
3296,To Sir with Love,Drama,1966,1,81
3460,Hillbillys in a Haunted House,Comedy,1966,4,100
3658,Quatermass and the Pit,Horror|Sci-Fi,1966,5,78
5796,Casino Royale,Action|Adventure|Comedy,1966,10,88
6646,Valley of the Dolls,Drama,1966,2,55
6852,In Cold Blood,Crime|Drama,1966,6,91
7204,Hells Angels on Wheels,Drama,1966,7,96
7569,You Only Live Twice,Action|Adventure|Sci-Fi|Thriller,1966,9,81
7708,Bedazzled,Comedy|Fantasy,1966,6,56
7946,Reflections in a Golden Eye,Drama,1966,10,87
8840,Who's That Knocking at My Door?,Drama,1966,4,71
26160,Asterix and the Gauls (Astérix le Gaulois),Action|Adventure|Animation|Children|Comedy,1966,3,58
26172,Point Blank,Action|Crime|Drama|Thriller,1966,2,74
26176,Titicut Follies,Documentary|Drama,1966,7,66
45000,"Chinoise, La",Comedy|Drama,1966,1,83
71755,Earth Entranced (Terra em Transe),Drama,1966,3,52
104119,"Forsyte Saga, The",Drama,1966,6,82
110752,Mondo Hollywood,Documentary,1966,10,66
