movie,title,genres,year,Rating,RottenTomato
1925,Wings,Action|Drama|Romance|War,1927,2,56
2010,Metropolis,Drama|Sci-Fi,1927,9,57
8125,Sunrise: A Song of Two Humans,Drama|Romance,1927,3,71
8275,College,Comedy,1927,7,82
8423,"Kid Brother, The",Children|Comedy|Romance,1927,10,100
2102,Steamboat Willie,Animation|Children|Comedy|Musical,1927,8,76
3306,"Circus, The",Comedy,1927,1,73
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La)",Drama,1927,9,64
25764,"Cameraman, The",Comedy|Drama|Romance,1927,8,94
25769,"Steamboat Bill, Jr.",Comedy|Romance,1927,5,99
110748,Wake Wood (,Drama|Horror|Mystery,1927,4,83
