movie,title,genres,year,Rating,RottenTomato
1007,"Apple Dumpling Gang, The",Children|Comedy|Western,1975,6,98
1009,Escape to Witch Mountain,Adventure|Children|Fantasy,1975,1,58
1125,"Return of the Pink Panther, The",Comedy|Crime,1975,6,74
1303,"Man Who Would Be King, The",Adventure|Drama,1975,8,57
1913,Picnic at Hanging Rock,Drama|Mystery,1975,9,66
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),Comedy|Drama,1975,9,77
2730,Barry Lyndon,Drama|Romance|War,1975,2,93
2877,Tommy,Musical,1975,7,93
3099,Shampoo,Comedy|Drama|Romance,1975,1,55
3362,Dog Day Afternoon,Crime|Drama,1975,10,63
3415,"Mirror, The (Zerkalo)",Drama,1975,2,75
4863,Female Trouble,Comedy|Crime,1975,5,61
5117,Funny Lady,Comedy|Musical,1975,8,85
5301,Bite the Bullet,Action|Adventure|Western,1975,7,87
5356,"Giant Spider Invasion, The",Horror|Sci-Fi,1975,9,52
5473,Fox and His Friends (Faustrecht der Freiheit),Drama,1975,7,94
5984,"Story of O, The (Histoire d'O)",Drama|Romance,1975,1,88
7236,"Boy and His Dog, A",Sci-Fi,1975,2,83
7577,"Magic Flute, The (Trollflöjten)",Comedy|Fantasy|Musical|Romance,1975,3,66
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi),Action,1975,7,86
8851,Smile,Comedy,1975,6,53
26349,Night Moves,Crime|Thriller,1975,7,50
26350,"Passenger, The (Professione: reporter)",Drama,1975,7,89
31104,Hester Street,Drama,1975,1,88
31270,Shivers (They Came from Within),Drama|Horror|Sci-Fi,1975,4,97
34435,Sholay,Action|Adventure|Comedy|Musical|Romance|Thriller,1975,6,86
92756,Hearts of the West,Comedy|Western,1975,10,53
1341,Burnt Offerings,Horror,1975,5,56
1350,"Omen, The",Horror|Mystery|Thriller,1975,1,59
2095,"Shaggy D.A., The",Children|Comedy,1975,4,50
2238,Seven Beauties (Pasqualino Settebellezze),Comedy|Drama,1975,10,87
2853,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror)",Horror|Mystery,1975,3,95
3371,Bound for Glory,Drama,1975,10,84
3504,Network,Comedy|Drama,1975,4,99
3551,Marathon Man,Crime|Drama|Thriller,1975,2,97
3612,The Slipper and the Rose: The Story of Cinderella,Adventure|Children|Fantasy|Musical|Romance,1975,7,85
3726,Assault on Precinct 13,Action|Thriller,1975,1,94
3985,"Eagle Has Landed, The",Drama|War,1975,5,71
4945,"Enforcer, The",Crime,1975,1,60
5139,"Bad News Bears, The",Comedy,1975,7,55
6184,"Man Who Fell to Earth, The",Drama|Sci-Fi,1975,7,54
6256,"House with Laughing Windows, The (Casa dalle finestre che ridono, La)",Horror|Mystery|Thriller,1975,4,97
6410,Car Wash,Comedy,1975,10,61
6663,"Pink Panther Strikes Again, The",Comedy|Crime,1975,3,71
6787,All the President's Men,Drama|Thriller,1975,1,58
6798,Bugsy Malone,Children|Comedy|Crime|Musical,1975,3,86
7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma)",Drama,1975,9,74
7126,"Killing of a Chinese Bookie, The",Comedy|Crime|Drama|Film-Noir|Musical,1975,9,76
26366,Harlan County U.S.A.,Documentary,1975,3,64
26371,The Missouri Breaks,Drama|Western,1975,1,68
26375,Silver Streak,Action|Comedy|Crime,1975,4,61
31921,"Seven-Per-Cent Solution, The",Adventure|Comedy|Crime|Drama|Mystery|Thriller,1975,1,91
32728,"Little Girl Who Lives Down the Lane, The",Drama|Mystery|Thriller,1975,6,56
41714,Dona Flor and Her Two Husbands (Dona Flor e Seus Dois Maridos),Comedy,1975,9,53
57430,Welcome to L.A.,Drama|Musical,1975,3,95
114464,Helter Skelter,Crime|Drama|Thriller,1975,7,87
114766,SS Experiment Love Camp (Lager SSadis Kastrat Kommandantur),Horror|War,1975,7,82
