movie,title,genres,year,Rating,RottenTomato
1217,Ran,Drama|War,1985,9,57
1257,Better Off Dead...,Comedy|Romance,1985,1,75
1270,Back to the Future,Adventure|Comedy|Sci-Fi,1985,1,83
1297,Real Genius,Comedy,1985,8,87
1674,Witness,Drama|Romance|Thriller,1985,10,83
1959,Out of Africa,Drama|Romance,1985,5,60
1968,"Breakfast Club, The",Comedy|Drama,1985,2,64
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A",Horror,1985,6,75
1978,Friday the 13th Part V: A New Beginning,Horror,1985,7,94
2005,"Goonies, The",Action|Adventure|Children|Comedy|Fantasy,1985,3,53
2065,"Purple Rose of Cairo, The",Comedy|Drama|Fantasy|Romance,1985,9,76
2069,"Trip to Bountiful, The",Drama,1985,8,70
2073,Fandango,Comedy,1985,9,83
2077,"Journey of Natty Gann, The",Adventure|Children,1985,9,70
2086,One Magic Christmas,Drama|Fantasy,1985,6,86
2143,Legend,Adventure|Fantasy|Romance,1985,1,81
2371,Fletch,Comedy|Crime|Mystery,1985,10,94
2373,Red Sonja,Action|Adventure|Fantasy,1985,7,53
2377,Lifeforce,Horror|Sci-Fi,1985,1,69
2399,Santa Claus: The Movie,Adventure|Children|Fantasy,1985,4,81
2402,Rambo: First Blood Part II,Action|Adventure|Thriller,1985,3,61
2411,Rocky IV,Action|Drama,1985,3,94
2615,My Science Project,Adventure|Sci-Fi,1985,8,60
2655,Howling II: Your Sister Is a Werewolf,Horror,1985,3,52
2739,"Color Purple, The",Drama,1985,7,79
2867,Fright Night,Comedy|Horror|Thriller,1985,9,70
3169,The Falcon and the Snowman,Crime|Drama|Thriller,1985,2,95
3214,American Flyers,Drama,1985,6,94
3385,Volunteers,Comedy,1985,6,58
3399,Sesame Street Presents Follow That Bird,Children|Comedy,1985,4,51
3401,Baby... Secret of the Lost Legend,Adventure|Sci-Fi,1985,3,93
3402,Turtle Diary,Comedy|Drama|Romance,1985,6,53
3432,Death Wish 3,Action|Drama,1985,1,63
3479,Ladyhawke,Adventure|Fantasy|Romance,1985,9,96
3501,Murphy's Romance,Comedy|Romance,1985,4,79
3685,Prizzi's Honor,Comedy|Drama|Romance,1985,9,63
3693,"Toxic Avenger, The",Comedy|Horror,1985,5,51
3816,"Official Story, The (La historia oficial)",Drama,1985,3,74
3819,Tampopo,Comedy,1985,9,73
3961,Ghoulies,Horror,1985,5,69
4001,Code of Silence,Action,1985,5,63
4010,Brewster's Millions,Comedy,1985,4,70
4219,Girls Just Want to Have Fun,Comedy,1985,1,96
4293,Summer Rental,Comedy,1985,10,99
4533,"Return of the Living Dead, The",Comedy|Horror|Sci-Fi,1985,1,86
4691,Def-Con 4,Action|Sci-Fi,1985,7,97
4949,Invasion U.S.A.,Action|Thriller,1985,3,61
5278,Fraternity Vacation,Comedy|Romance,1985,3,100
5335,"Coca-Cola Kid, The",Comedy|Romance,1985,5,59
5538,"Care Bears Movie, The",Animation|Children|Fantasy,1985,5,56
5736,Faces of Death 3,Documentary|Horror,1985,5,69
6718,Gotcha!,Comedy,1985,4,77
6731,Day of the Dead,Horror|Sci-Fi|Thriller,1985,10,66
6744,Once Bitten,Comedy|Horror,1985,9,64
6786,Kiss of the Spider Woman,Drama,1985,1,100
6803,Phenomena (a.k.a. Creepers),Horror|Mystery|Thriller,1985,2,98
6818,Come and See (Idi i smotri),Drama|War,1985,7,54
6906,That Was Then... This Is Now,Drama,1985,7,71
7027,Silverado,Action|Western,1985,4,54
7040,To Live and Die in L.A.,Action|Crime|Drama|Thriller,1985,5,75
7083,Sweet Dreams,Drama,1985,10,52
7340,Just One of the Guys,Comedy,1985,10,60
7481,Enemy Mine,Adventure|Drama|Sci-Fi,1985,10,50
7566,28 Up,Documentary,1985,2,88
7615,Desert Hearts,Drama,1985,10,75
7743,Explorers,Adventure|Children|Sci-Fi,1985,3,89
9004,D.A.R.Y.L.,Adventure|Children|Sci-Fi,1985,10,99
26581,Sherman's March,Documentary,1985,10,55
114122,Dim Sum: A Little Bit of Heart,Comedy,1985,2,100
1101,Top Gun,Action|Romance,1985,5,85
1131,Jean de Florette,Drama|Mystery,1985,1,83
1132,Manon of the Spring (Manon des sources),Drama,1985,3,87
1200,Aliens,Action|Adventure|Horror|Sci-Fi,1985,4,72
1259,Stand by Me,Adventure|Drama,1985,4,55
1275,Highlander,Action|Adventure|Fantasy,1985,7,74
1296,"Room with a View, A",Drama|Romance,1985,4,68
1330,April Fool's Day,Horror,1985,5,72
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),Horror,1985,10,87
1376,Star Trek IV: The Voyage Home,Adventure|Comedy|Sci-Fi,1985,8,97
1967,Labyrinth,Adventure|Fantasy|Musical,1985,4,85
1995,Poltergeist II: The Other Side,Horror|Thriller,1985,8,99
2076,Blue Velvet,Drama|Mystery|Thriller,1985,4,53
2141,"American Tail, An",Adventure|Animation|Children|Comedy,1985,6,95
2145,Pretty in Pink,Comedy|Drama|Romance,1985,9,86
2261,One Crazy Summer,Comedy,1985,6,78
2312,Children of a Lesser God,Drama,1985,4,89
2345,Desert Bloom,Drama,1985,10,50
2368,King Kong Lives,Adventure|Sci-Fi,1985,7,50
2380,Police Academy 3: Back in Training,Comedy|Crime,1985,5,84
2417,Heartburn,Comedy|Drama,1985,3,95
2421,"Karate Kid, Part II, The",Action|Adventure|Drama,1985,9,74
2450,Howard the Duck,Adventure|Comedy|Sci-Fi,1985,7,80
2453,"Boy Who Could Fly, The",Drama|Fantasy,1985,5,87
2455,"Fly, The",Drama|Horror|Sci-Fi|Thriller,1985,1,50
2458,Armed and Dangerous,Comedy|Crime,1985,3,90
2460,"Texas Chainsaw Massacre 2, The",Horror,1985,6,98
2465,Deadly Friend,Horror,1985,3,82
2467,"Name of the Rose, The (Name der Rose, Der)",Crime|Drama|Mystery|Thriller,1985,7,88
2469,Peggy Sue Got Married,Comedy|Drama,1985,9,75
2472,Tough Guys,Comedy,1985,5,75
2473,Soul Man,Comedy,1985,2,52
2735,"Golden Child, The",Action|Adventure|Comedy|Fantasy|Mystery,1985,1,74
2746,Little Shop of Horrors,Comedy|Horror|Musical,1985,8,96
2786,Haunted Honeymoon,Comedy,1985,7,93
2846,"Adventures of Milo and Otis, The (Koneko monogatari)",Adventure|Children|Comedy|Drama,1985,4,66
2918,Ferris Bueller's Day Off,Comedy,1985,7,70
2938,Man Facing Southeast,Drama|Sci-Fi,1985,3,58
2992,Rawhead Rex,Horror|Thriller,1985,5,79
3360,Hoosiers (a.k.a. Best Shot),Drama|Romance,1985,4,90
3390,Shanghai Surprise,Adventure|Crime|Drama|Romance,1985,7,98
3442,Band of the Hand,Action|Crime|Drama,1985,6,61
3465,That's Life!,Drama,1985,7,83
3491,My Chauffeur,Comedy,1985,9,97
