movie,title,genres,year,Rating,RottenTomato
945,Top Hat,Comedy|Musical|Romance,1935,4,77
965,"39 Steps, The",Drama|Mystery|Thriller,1935,4,97
1931,Mutiny on the Bounty,Adventure|Drama,1935,9,62
8167,Captain Blood,Action|Adventure|Romance,1935,10,61
8572,"Littlest Rebel, The",Children|Drama,1935,1,61
52913,Sylvia Scarlett,Comedy|Drama|Romance,1935,4,64
947,My Man Godfrey,Comedy|Romance,1935,5,91
4999,Dodsworth,Drama|Romance,1935,7,50
5098,Dimples,Musical,1935,4,85
7050,Follow the Fleet,Comedy|Musical|Romance,1935,7,69
7055,Swing Time,Comedy|Musical|Romance,1935,6,82
25826,Libeled Lady,Comedy|Romance,1935,4,70
99273,Stowaway,Adventure|Musical,1935,6,92
164977,The Gay Desperado,Comedy,1935,8,60
