movie,title,genres,year,Rating,RottenTomato
982,Picnic,Drama,1955,3,100
1008,"Davy Crockett, King of the Wild Frontier",Adventure|Western,1955,4,66
1946,Marty,Drama|Romance,1955,7,69
2727,Killer's Kiss,Crime|Film-Noir,1955,9,91
3292,"Big Combo, The",Film-Noir,1955,6,97
3340,Bride of the Monster,Horror|Sci-Fi,1955,1,84
3414,Love Is a Many-Splendored Thing,Drama|Romance|War,1955,3,87
4298,Rififi (Du rififi chez les hommes),Crime|Film-Noir|Thriller,1955,6,65
4426,Kiss Me Deadly,Film-Noir,1955,1,100
4767,Abbott and Costello Meet the Mummy,Comedy|Horror,1955,3,96
6231,"Benny Goodman Story, The",Drama|Musical,1955,6,70
6981,"Ordet (Word, The)",Drama,1955,10,92
7116,Diabolique (Les diaboliques),Horror|Mystery|Thriller,1955,6,90
7585,Summertime,Drama|Romance,1955,2,90
7787,To Hell and Back,Action|Drama|War,1955,7,74
7941,Smiles of a Summer Night (Sommarnattens leende),Comedy|Romance,1955,3,96
8094,Bad Day at Black Rock,Drama|Thriller|Western,1955,1,53
8143,Lola Montès,Drama,1955,8,70
8451,Blackboard Jungle,Drama,1955,10,66
26003,Night and Fog (Nuit et brouillard),Crime|Documentary|War,1955,5,95
49688,"Dam Busters, The",Action|Drama|War,1955,5,91
69945,"Fast and the Furious, The",Crime|Mystery,1955,8,77
78111,Artists and Models,Comedy|Musical,1955,9,50
142192,Female on the Beach,Crime|Drama|Mystery|Romance|Thriller,1955,3,79
1301,Forbidden Planet,Drama|Sci-Fi,1955,7,100
2182,"Wrong Man, The",Drama|Film-Noir|Thriller,1955,8,75
2183,"Man Who Knew Too Much, The",Adventure|Drama|Mystery|Thriller,1955,8,87
2565,"King and I, The",Drama|Musical|Romance,1955,2,60
2664,Invasion of the Body Snatchers,Horror|Sci-Fi|Thriller,1955,8,93
2967,"Bad Seed, The",Drama|Thriller,1955,8,67
3845,And God Created Woman (Et Dieu... créa la femme),Drama,1955,1,78
4433,Written on the Wind,Drama,1955,1,53
5966,"Kiss Before Dying, A",Film-Noir|Mystery,1955,6,64
6357,High Society,Comedy|Musical|Romance,1955,4,54
7075,"Court Jester, The",Adventure|Comedy|Musical,1955,8,63
7386,"Ten Commandments, The",Adventure|Drama,1955,7,64
8136,Indestructible Man,Crime|Horror|Sci-Fi,1955,8,54
8236,While the City Sleeps,Drama|Film-Noir,1955,8,64
8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut)",Adventure|Drama,1955,5,63
26009,"Burmese Harp, The (Biruma no tategoto)",Drama|War,1955,2,54
47721,"Red Balloon, The (Ballon rouge, Le)",Children|Fantasy,1955,10,62
