movie,title,genres,year,Rating,RottenTomato
916,Roman Holiday,Comedy|Drama|Romance,1953,1,58
970,Beat the Devil,Adventure|Comedy|Crime|Drama|Romance,1953,1,54
1944,From Here to Eternity,Drama|Romance|War,1953,3,71
2939,Niagara,Drama|Thriller,1953,3,95
3196,Stalag 17,Drama|War,1953,4,62
3404,Titanic,Action|Drama,1953,10,99
3871,Shane,Drama|Western,1953,7,61
4294,"5,000 Fingers of Dr. T, The",Children|Fantasy|Musical,1953,9,59
4357,How to Marry a Millionaire,Comedy|Drama|Romance,1953,5,96
5017,"Big Heat, The",Drama|Film-Noir,1953,7,71
6237,"Glenn Miller Story, The",Drama,1953,5,76
6358,Kiss Me Kate,Comedy|Musical|Romance,1953,1,65
6629,House of Wax,Crime|Horror|Mystery|Thriller,1953,7,59
6643,Tokyo Story (Tôkyô monogatari),Drama,1953,4,53
7335,Pickup on South Street,Film-Noir,1953,1,88
7571,"Blue Gardenia, The",Crime|Drama|Film-Noir|Thriller,1953,8,91
7822,Mogambo,Adventure|Drama|Romance,1953,5,72
7942,Summer with Monika (Sommaren med Monika),Drama|Romance,1953,7,100
8199,Ugetsu (Ugetsu monogatari),Drama|Thriller,1953,2,88
8616,By the Light of the Silvery Moon,Children|Musical|Romance,1953,8,55
25999,The Wild One,Drama,1953,8,77
31109,"Bigamist, The",Drama,1953,6,95
32525,The Earrings of Madame de...,Drama|Romance,1953,2,70
95113,Eaux d'artifice,Fantasy,1953,2,61
972,"Last Time I Saw Paris, The",Drama,1953,4,55
1019,"20,000 Leagues Under the Sea",Adventure|Drama|Sci-Fi,1953,1,74
1945,On the Waterfront,Crime|Drama,1953,7,81
2019,Seven Samurai (Shichinin no samurai),Action|Adventure|Drama,1953,2,96
2287,Them!,Horror|Sci-Fi|Thriller,1953,6,79
2363,Godzilla (Gojira),Drama|Horror|Sci-Fi,1953,5,89
3675,White Christmas,Comedy|Musical|Romance,1953,6,81
4360,There's No Business Like Show Business,Musical,1953,8,51
4420,"Barefoot Contessa, The",Drama,1953,10,93
5079,Young at Heart,Drama|Musical|Romance,1953,6,50
5085,Carmen Jones,Drama|Musical,1953,5,96
6785,Seven Brides for Seven Brothers,Comedy|Musical|Romance|Western,1953,5,69
7234,"Strada, La",Drama,1953,6,87
8008,Brigadoon,Fantasy|Musical|Romance,1953,9,64
8188,Sansho the Bailiff (Sanshô dayû),Drama,1953,7,71
8337,"Caine Mutiny, The",Drama|War,1953,9,68
8410,Suddenly,Crime|Drama|Film-Noir,1953,10,62
8462,Executive Suite,Drama,1953,7,95
8524,"High and the Mighty, The",Drama,1953,6,55
8618,Johnny Guitar,Drama|Western,1953,9,96
8654,Prince Valiant,Adventure,1953,5,75
25993,Magnificent Obsession,Drama|Romance,1953,7,80
25995,Samurai I: Musashi Miyamoto (Miyamoto Musashi),Action|Adventure|Drama,1953,2,100
31374,Hobson's Choice,Comedy|Drama|Romance,1953,8,85
95115,Inauguration of the Pleasure Dome,Fantasy,1953,5,66
