movie,title,genres,year,Rating,RottenTomato
943,"Ghost and Mrs. Muir, The",Drama|Fantasy|Romance,1947,9,76
1068,Crossfire,Crime|Film-Noir,1947,7,82
1154,T-Men,Film-Noir,1947,6,62
1940,Gentleman's Agreement,Drama,1947,10,67
2398,Miracle on 34th Street,Comedy|Drama,1947,3,79
3380,Railroaded!,Film-Noir,1947,2,63
3656,Lured,Crime|Film-Noir|Mystery|Thriller,1947,1,58
4184,"Bishop's Wife, The",Comedy|Drama|Romance,1947,1,68
5289,Body and Soul,Drama|Film-Noir,1947,4,93
7058,Life with Father,Comedy,1947,3,70
7835,Song of the Thin Man,Comedy|Crime|Drama|Musical|Mystery|Romance,1947,7,66
25929,Nightmare Alley,Drama|Film-Noir,1947,1,77
25930,Odd Man Out,Crime|Drama|Film-Noir|Thriller,1947,10,59
25940,"Lady from Shanghai, The",Drama|Film-Noir|Mystery,1947,9,53
41585,Kiss of Death,Crime|Drama|Film-Noir,1947,10,100
66686,"Unsuspected, The",Drama|Film-Noir|Thriller,1947,3,89
746,Force of Evil,Film-Noir,1947,3,73
1152,He Walked by Night,Crime|Film-Noir|Thriller,1947,2,96
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette),Drama,1947,5,62
3334,Key Largo,Crime|Drama|Film-Noir|Thriller,1947,8,97
3928,Abbott and Costello Meet Frankenstein,Comedy|Horror,1947,4,90
5230,"Paleface, The",Comedy|Western,1947,3,55
5434,"Sorry, Wrong Number",Drama|Film-Noir|Thriller,1947,10,56
6276,Wake of the Red Witch,Action|Adventure|Drama,1947,3,81
7070,Red River,Action|Adventure|Western,1947,8,79
8341,Oliver Twist,Adventure|Crime|Drama,1947,2,70
8463,Johnny Belinda,Drama,1947,7,94
8711,Mr. Blandings Builds His Dream House,Comedy,1947,5,63
8718,"Snake Pit, The",Drama,1947,3,95
8767,"Big Clock, The",Crime|Film-Noir|Thriller,1947,5,75
32371,Call Northside 777,Crime|Drama|Film-Noir,1947,1,77
46664,"Fallen Idol, The",Drama|Mystery|Thriller,1947,8,82
