movie,title,genres,year,Rating,RottenTomato
1256,Duck Soup,Comedy|Musical|War,1933,10,89
2366,King Kong,Action|Adventure|Fantasy|Horror,1933,2,63
3932,"Invisible Man, The",Horror|Sci-Fi,1933,7,76
7080,42nd Street,Drama|Musical|Romance,1933,2,65
7081,I'm No Angel,Comedy,1933,2,68
8256,Queen Christina,Drama|Romance,1933,10,81
8670,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)",Crime|Horror|Mystery|Thriller,1933,5,96
25795,Dinner at Eight,Comedy|Drama|Romance,1933,4,74
48301,"Private Life of Henry VIII, The",Comedy|Drama,1933,5,52
905,It Happened One Night,Comedy|Romance,1933,1,86
2212,"Man Who Knew Too Much, The",Drama|Thriller,1933,5,98
4278,Triumph of the Will (Triumph des Willens),Documentary,1933,8,97
25805,"Atalante, L'",Comedy|Drama|Romance,1933,10,73
25807,"Black Cat, The",Adventure|Crime|Horror|Thriller,1933,8,65
39779,Tarzan and His Mate,Action|Adventure,1933,6,82
99270,Stand Up and Cheer!,Comedy|Musical,1933,6,83
