movie,title,genres,year,Rating,RottenTomato
901,Funny Face,Comedy|Musical,1957,3,87
932,"Affair to Remember, An",Drama|Romance,1957,7,90
937,Love in the Afternoon,Comedy|Romance,1957,10,62
1012,Old Yeller,Children|Drama,1957,4,56
1250,"Bridge on the River Kwai, The",Adventure|Drama|War,1957,10,52
2351,"Nights of Cabiria (Notti di Cabiria, Le)",Drama,1957,5,85
2652,"Curse of Frankenstein, The",Horror,1957,7,82
3199,Pal Joey,Comedy|Drama|Musical|Romance,1957,7,82
3659,Quatermass 2 (Enemy from Space),Sci-Fi|Thriller,1957,9,79
5008,Witness for the Prosecution,Drama|Mystery|Thriller,1957,7,92
5300,3:10 to Yuma,Action|Adventure|Drama|Thriller|Western,1957,4,81
6227,Loving You,Drama|Musical,1957,3,65
6302,Beginning of the End,Sci-Fi,1957,3,63
6356,Gunfight at the O.K. Corral,Western,1957,6,68
7357,Peyton Place,Drama|Romance,1957,8,51
7493,"Three Faces of Eve, The",Drama,1957,7,96
7697,"Prince and the Showgirl, The",Comedy|Romance,1957,1,97
8657,"Tin Star, The",Western,1957,10,51
8675,"Enemy Below, The",Action|Drama|War,1957,8,93
89408,April Love,Comedy|Drama|Musical,1957,4,56
938,Gigi,Musical,1957,8,84
939,"Reluctant Debutante, The",Comedy|Drama,1957,3,88
971,Cat on a Hot Tin Roof,Drama,1957,3,63
1085,"Old Man and the Sea, The",Adventure|Drama,1957,4,58
1248,Touch of Evil,Crime|Film-Noir|Thriller,1957,7,95
1334,"Blob, The",Horror|Sci-Fi,1957,8,77
2670,Run Silent Run Deep,War,1957,3,98
2941,South Pacific,Musical|Romance|War,1957,3,63
3153,"7th Voyage of Sinbad, The",Action|Adventure|Fantasy,1957,1,80
3516,"Bell, Book and Candle",Comedy|Fantasy|Romance,1957,3,82
3605,King Creole,Crime|Drama|Musical,1957,9,100
5384,I Want to Live!,Crime|Drama,1957,2,87
5649,Horror of Dracula (Dracula),Horror,1957,7,57
7206,Mon Oncle (My Uncle),Comedy,1957,1,84
7238,Ashes and Diamonds (Popiól i diament),Drama|War,1957,5,73
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin)",Action|Adventure,1957,5,80
8009,Marjorie Morningstar,Drama,1957,1,97
