movie,title,genres,year,Rating,RottenTomato
2530,Beneath the Planet of the Apes,Action|Sci-Fi,1970,9,51
3066,Tora! Tora! Tora!,Action|Drama|War,1970,10,78
3201,Five Easy Pieces,Drama,1970,3,88
3622,"Twelve Chairs, The",Comedy,1970,10,76
3836,Kelly's Heroes,Action|Comedy|War,1970,9,85
4185,Elvis: That's the Way It Is,Documentary,1970,2,74
4349,Catch-22,Comedy|War,1970,10,91
6427,"Railway Children, The",Children|Drama,1970,8,69
6428,Two Mules for Sister Sara,Comedy|War|Western,1970,10,95
6920,"Cercle Rouge, Le (Red Circle, The)",Crime|Thriller,1970,5,65
6995,Hercules in New York,Action|Comedy|Fantasy,1970,7,93
7111,Ryan's Daughter,Drama|Romance,1970,4,69
7190,Jane Eyre,Drama,1970,3,92
7897,"Ballad of Cable Hogue, The",Comedy|Western,1970,7,57
8015,"Phantom Tollbooth, The",Adventure|Animation|Children|Fantasy,1970,6,76
26228,"Swedish Love Story, A (Kärlekshistoria, En)",Drama|Romance,1970,5,66
26258,"Topo, El",Fantasy|Western,1970,10,81
31963,Bed & Board (Domicile conjugal),Comedy|Drama,1970,1,57
45837,Let It Be,Documentary,1970,7,98
50742,7 Plus Seven,Documentary,1970,2,88
52528,Tristana,Drama,1970,10,64
72647,Zorn's Lemma,Drama,1970,8,84
76303,Mark of the Devil (Hexen bis aufs Blut gequält),Drama|Horror,1970,6,61
129191,The Clowns,Comedy|Drama|Fantasy|Sci-Fi,1970,1,100
1031,Bedknobs and Broomsticks,Adventure|Children|Musical,1970,6,59
1078,Bananas,Comedy|War,1970,1,100
1235,Harold and Maude,Comedy|Drama|Romance,1970,5,57
2031,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck)",Children|Comedy,1970,8,89
2533,Escape from the Planet of the Apes,Action|Sci-Fi,1970,8,91
2788,Monty Python's And Now for Something Completely Different,Comedy,1970,1,82
2984,On Any Sunday,Documentary,1970,2,81
3152,"Last Picture Show, The",Drama,1970,7,75
3167,Carnal Knowledge,Comedy|Drama,1970,3,66
3284,They Might Be Giants,Comedy|Mystery|Romance,1970,7,82
3729,Shaft,Action|Crime|Drama|Thriller,1970,1,94
4195,"Abominable Dr. Phibes, The",Horror|Mystery,1970,10,56
4857,Fiddler on the Roof,Drama|Musical,1970,4,70
5122,Summer of '42,Drama,1970,6,80
6498,Murphy's War,War,1970,7,68
6645,THX 1138,Action|Adventure|Drama|Sci-Fi,1970,6,97
6840,"Hospital, The",Comedy|Drama,1970,9,60
7069,"Macbeth (a.k.a. Tragedy of Macbeth, The)",Drama,1970,2,94
8332,Sunday Bloody Sunday,Drama,1970,6,72
26241,The Devils,Drama,1970,9,54
26242,Duel,Action|Mystery|Thriller,1970,7,67
26251,Mon Oncle Antoine,Drama,1970,4,90
32686,Blood on Satan's Claw (a.k.a. Satan's Skin),Horror|Thriller,1970,8,52
37785,"Anderson Tapes, The",Crime|Drama|Thriller,1970,7,84
49902,"Decameron, The (Decameron, Il)",Comedy|Drama,1970,3,54
152844,Demons,Horror,1970,10,94
