movie,title,genres,year,Rating,RottenTomato
597,Pretty Woman,Comedy|Romance,1990,6,54
1169,American Dream,Documentary,1990,3,91
1213,Goodfellas,Crime|Drama,1990,4,81
1236,Trust,Comedy|Drama|Romance,1990,5,87
1243,Rosencrantz and Guildenstern Are Dead,Comedy|Drama,1990,8,69
1245,Miller's Crossing,Crime|Drama|Film-Noir|Thriller,1990,3,80
1249,"Femme Nikita, La (Nikita)",Action|Crime|Romance|Thriller,1990,4,60
1268,Pump Up the Volume,Comedy|Drama,1990,2,82
1277,Cyrano de Bergerac,Comedy|Drama|Romance,1990,7,63
1370,Die Hard 2,Action|Adventure|Thriller,1990,3,72
1379,Young Guns II,Action|Western,1990,9,88
1382,Marked for Death,Action|Drama,1990,3,60
1610,"Hunt for Red October, The",Action|Adventure|Thriller,1990,3,82
1785,King of New York,Crime|Thriller,1990,8,62
1966,Metropolitan,Comedy,1990,4,90
1992,Child's Play 2,Horror|Thriller,1990,8,50
1999,"Exorcist III, The",Horror,1990,4,74
2004,Gremlins 2: The New Batch,Comedy|Horror,1990,2,98
2023,"Godfather: Part III, The",Crime|Drama|Mystery|Thriller,1990,5,65
2250,Men Don't Leave,Drama,1990,9,77
2283,"Sheltering Sky, The",Drama,1990,4,63
2616,Dick Tracy,Action|Crime,1990,6,91
2986,RoboCop 2,Action|Crime|Sci-Fi|Thriller,1990,4,60
3031,Repossessed,Comedy,1990,10,82
3105,Awakenings,Drama|Mystery,1990,1,63
3141,"Two Jakes, The",Drama,1990,7,53
3219,Pacific Heights,Mystery|Thriller,1990,10,78
3438,Teenage Mutant Ninja Turtles,Action|Children|Comedy|Fantasy|Sci-Fi,1990,10,62
3531,All the Vermeers in New York,Comedy|Drama|Romance,1990,8,100
3705,Bird on a Wire,Action|Comedy|Romance,1990,2,68
3723,Hamlet,Drama,1990,3,85
3765,"Hot Spot, The",Crime|Drama|Romance,1990,10,59
3942,Sorority House Massacre II,Horror,1990,5,52
4216,Longtime Companion,Drama,1990,10,62
4318,Postcards From the Edge,Comedy|Drama,1990,4,79
4951,Lord of the Flies,Adventure|Drama|Thriller,1990,3,56
5027,Another 48 Hrs.,Action|Comedy|Crime|Drama|Thriller,1990,6,97
5033,"Russia House, The",Drama|Thriller,1990,6,82
5236,"Tale of Springtime, A (Conte de Printemps)",Drama|Romance,1990,1,95
5303,Joe Versus the Volcano,Comedy|Romance,1990,1,81
5346,Wild Orchid,Drama|Romance,1990,3,96
5438,Men at Work,Action|Comedy,1990,7,75
5737,Faces of Death 4,Documentary|Horror,1990,1,94
5839,My Father's Glory (La gloire de mon père),Adventure|Drama,1990,8,94
5840,"My Mother's Castle (Château de ma mère, Le)",Comedy|Drama,1990,9,97
5960,Bad Influence,Drama|Thriller,1990,5,51
5968,Miami Blues,Comedy|Crime|Drama,1990,5,62
6235,Europa Europa (Hitlerjunge Salomon),Drama|War,1990,1,87
6659,Tremors,Comedy|Horror|Sci-Fi,1990,9,54
6671,"Angel at My Table, An",Drama,1990,6,90
6678,"Handmaid's Tale, The",Drama|Sci-Fi,1990,3,94
6966,Darkman,Action|Crime|Fantasy|Sci-Fi|Thriller,1990,10,99
6974,"Freshman, The",Comedy|Crime,1990,7,55
7002,Mindwalk,Drama,1990,3,80
7004,Kindergarten Cop,Action|Comedy|Crime|Thriller,1990,10,50
7012,Mr. Destiny,Comedy|Fantasy,1990,10,97
7028,Quick Change,Comedy|Crime,1990,8,89
7044,Wild at Heart,Crime|Drama|Mystery|Romance|Thriller,1990,4,94
7701,Look Who's Talking Too,Comedy|Romance,1990,1,74
7951,Nightbreed,Fantasy|Horror,1990,1,99
8689,"Shock to the System, A",Comedy|Crime|Thriller,1990,10,72
8893,Basket Case 2,Comedy|Horror,1990,8,69
26680,Cry-Baby,Comedy|Musical|Romance,1990,1,79
26689,Havana,Drama,1990,3,70
26693,It,Drama|Fantasy|Horror|Mystery|Thriller,1990,2,63
26695,"Krays, The",Drama,1990,6,99
26702,"Reflecting Skin, The",Drama|Horror|Thriller,1990,3,89
26704,State of Grace,Crime|Drama|Thriller,1990,10,52
26750,Quigley Down Under,Adventure|Drama|Western,1990,1,67
32943,Life Is Sweet,Comedy|Drama,1990,4,61
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö)",Comedy|Drama,1990,6,57
70946,Troll 2,Fantasy|Horror,1990,4,66
88024,To Sleep with Anger,Drama,1990,10,69
93040,"Civil War, The",Documentary|War,1990,6,71
95965,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi),Action|Adventure|Animation,1990,9,99
116939,Werner - Beinhart!,Action|Animation|Comedy,1990,8,69
593,"Silence of the Lambs, The",Crime|Horror|Thriller,1990,6,99
595,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX,1990,2,94
1027,Robin Hood: Prince of Thieves,Adventure|Drama,1990,7,62
1126,Drop Dead Fred,Comedy|Fantasy,1990,1,55
1175,Delicatessen,Comedy|Drama|Romance,1990,9,68
1184,Mediterraneo,Comedy|Drama,1990,3,61
1191,Madonna: Truth or Dare,Documentary|Musical,1990,8,79
1271,Fried Green Tomatoes,Comedy|Crime|Drama,1990,4,62
1280,Raise the Red Lantern (Da hong deng long gao gao gua),Drama,1990,10,96
1306,Until the End of the World (Bis ans Ende der Welt),Adventure|Drama|Sci-Fi,1990,1,72
1336,Body Parts,Horror|Thriller,1990,2,100
1343,Cape Fear,Thriller,1990,6,80
1372,Star Trek VI: The Undiscovered Country,Action|Mystery|Sci-Fi,1990,9,91
1611,My Own Private Idaho,Drama|Romance,1990,1,81
2094,"Rocketeer, The",Action|Adventure|Sci-Fi,1990,8,84
2108,L.A. Story,Comedy|Romance,1990,9,69
2124,"Addams Family, The",Children|Comedy|Fantasy,1990,9,85
2265,Nothing But Trouble,Adventure|Comedy,1990,10,84
2704,"Lovers on the Bridge, The (Amants du Pont-Neuf, Les)",Drama|Romance,1990,7,81
2799,Problem Child 2,Comedy,1990,9,67
2849,Queens Logic,Comedy|Drama,1990,5,77
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak),Action|Adventure|Comedy,1990,2,81
3060,"Commitments, The",Comedy|Drama|Musical,1990,5,98
3107,Backdraft,Action|Drama,1990,5,91
3218,Poison,Drama,1990,3,54
3418,Thelma & Louise,Adventure|Crime|Drama,1990,4,76
3426,Jungle Fever,Drama|Romance,1990,4,54
3436,Dying Young,Drama|Romance,1990,7,59
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action|Children|Fantasy,1990,2,100
3528,"Prince of Tides, The",Drama|Romance,1990,3,88
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),Action|Crime|Thriller,1990,6,93
3809,What About Bob?,Comedy,1990,1,90
4061,The Man in the Moon,Drama|Romance,1990,3,65
4200,Double Impact,Action,1990,3,79
4203,Harley Davidson and the Marlboro Man,Action|Crime|Drama,1990,1,74
4221,Necessary Roughness,Comedy,1990,8,55
4290,For the Boys,Comedy|Drama|Musical,1990,7,54
4688,Black Robe,Adventure|Drama,1990,2,72
4787,Little Man Tate,Drama,1990,2,100
5337,Delirious,Comedy,1990,9,54
5541,Hot Shots!,Action|Comedy|Romance|War,1990,1,83
5585,Ernest Scared Stupid,Comedy,1990,3,71
5597,Suburban Commando,Comedy|Sci-Fi,1990,7,95
5637,Flirting,Drama,1990,8,57
5843,Toy Soldiers,Action|Drama,1990,5,59
6033,Mystery Date,Comedy,1990,8,94
6203,Life Stinks,Comedy,1990,2,71
6387,Once a Thief (Zong heng si hai),Action|Comedy|Crime|Thriller,1990,8,96
6424,Oscar,Comedy|Crime|Mystery|Romance,1990,8,95
6518,Flight of the Intruder,Action|War,1990,6,61
6780,"Brief History of Time, A",Documentary,1990,10,74
6796,Boyz N the Hood,Crime|Drama,1990,4,64
6797,Bugsy,Crime|Drama,1990,3,50
6810,Sleeping with the Enemy,Drama|Thriller,1990,6,92
6944,Father of the Bride,Comedy,1990,10,80
6971,Europa (Zentropa),Drama|Thriller,1990,10,91
6977,New Jack City,Action|Crime|Drama,1990,6,94
6978,Slacker,Comedy|Drama,1990,9,58
6996,Highlander II: The Quickening,Action|Sci-Fi,1990,6,71
7000,Hudson Hawk,Action|Adventure|Comedy,1990,5,51
7003,Kafka,Comedy|Drama|Mystery|Sci-Fi|Thriller,1990,6,77
7005,King Ralph,Comedy,1990,6,74
7020,Proof,Comedy|Drama|Romance,1990,5,57
8720,"Super, The",Comedy,1990,4,62
26729,Hearts of Darkness: A Filmmakers Apocalypse,Documentary,1990,7,60
26731,Homicide,Crime|Drama|Thriller,1990,2,89
26732,Johnny Stecchino,Comedy,1990,8,99
31290,Beastmaster 2: Through the Portal of Time,Action|Adventure|Fantasy|Sci-Fi,1990,6,82
45969,Career Opportunities,Comedy|Romance,1990,3,60
65638,Aspen,Documentary,1990,6,95
98615,Burn Up!,Action|Animation,1990,3,83
107999,Dragon ball Z 04: Lord Slug,Animation|Children,1990,3,63
