movie,title,genres,year,Rating,RottenTomato
1,Toy Story,Adventure|Animation|Children|Comedy|Fantasy,1995,2,69
2,Jumanji,Adventure|Children|Fantasy,1995,2,56
4,Waiting to Exhale,Comedy|Drama|Romance,1995,6,97
6,Heat,Action|Crime|Thriller,1995,9,94
9,Sudden Death,Action,1995,9,77
10,GoldenEye,Action|Adventure|Thriller,1995,7,60
11,"American President, The",Comedy|Drama|Romance,1995,5,95
12,Dracula: Dead and Loving It,Comedy|Horror,1995,7,84
13,Balto,Adventure|Animation|Children,1995,10,67
16,Casino,Crime|Drama,1995,3,51
17,Sense and Sensibility,Drama|Romance,1995,7,100
19,Ace Ventura: When Nature Calls,Comedy,1995,9,54
23,Assassins,Action|Crime|Thriller,1995,10,77
26,Othello,Drama,1995,3,51
29,"City of Lost Children, The (Cité des enfants perdus, La)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,7,84
34,Babe,Children|Drama,1995,1,99
39,Clueless,Comedy|Romance,1995,5,95
42,Dead Presidents,Action|Crime|Drama,1995,8,83
44,Mortal Kombat,Action|Adventure|Fantasy,1995,4,67
45,To Die For,Comedy|Drama|Thriller,1995,4,80
48,Pocahontas,Animation|Children|Drama|Musical|Romance,1995,10,53
52,Mighty Aphrodite,Comedy|Drama|Romance,1995,3,73
54,"Big Green, The",Children|Comedy,1995,6,70
55,Georgia,Drama,1995,5,80
57,Home for the Holidays,Drama,1995,8,84
59,"Confessional, The (Confessionnal, Le)",Drama|Mystery,1995,9,65
62,Mr. Holland's Opus,Drama,1995,4,99
68,French Twist (Gazon maudit),Comedy|Romance,1995,7,50
72,Kicking and Screaming,Comedy|Drama,1995,9,50
73,"Misérables, Les",Drama|War,1995,8,87
77,Nico Icon,Documentary,1995,2,61
80,"White Balloon, The (Badkonake sefid)",Children|Drama,1995,10,75
83,Once Upon a Time... When We Were Colored,Drama|Romance,1995,9,90
84,Last Summer in the Hamptons,Comedy|Drama,1995,1,79
85,Angels and Insects,Drama|Romance,1995,9,57
89,Nick of Time,Action|Thriller,1995,1,59
96,In the Bleak Midwinter,Comedy|Drama,1995,7,63
99,Heidi Fleiss: Hollywood Madam,Documentary,1995,6,98
105,"Bridges of Madison County, The",Drama|Romance,1995,9,57
110,Braveheart,Action|Drama|War,1995,5,56
112,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,1995,6,57
114,Margaret's Museum,Drama,1995,1,91
116,Anne Frank Remembered,Documentary,1995,10,98
119,"Steal Big, Steal Little",Comedy,1995,9,99
124,"Star Maker, The (Uomo delle stelle, L')",Drama,1995,3,87
144,"Brothers McMullen, The",Comedy,1995,9,66
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995,8,73
146,"Amazing Panda Adventure, The",Adventure|Children,1995,7,74
147,"Basketball Diaries, The",Drama,1995,4,72
153,Batman Forever,Action|Adventure|Comedy|Crime,1995,3,77
163,Desperado,Action|Romance|Western,1995,7,57
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995,9,73
167,Feast of July,Drama,1995,9,82
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995,5,54
171,Jeffrey,Comedy|Drama,1995,4,78
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995,1,83
173,Judge Dredd,Action|Crime|Sci-Fi,1995,10,100
174,Jury Duty,Comedy,1995,6,95
176,Living in Oblivion,Comedy,1995,4,77
179,Mad Love,Drama|Romance,1995,7,69
180,Mallrats,Comedy|Romance,1995,6,81
185,"Net, The",Action|Crime|Thriller,1995,10,63
189,Reckless,Comedy|Fantasy,1995,4,55
190,Safe,Thriller,1995,9,56
193,Showgirls,Drama,1995,1,91
194,Smoke,Comedy|Drama,1995,4,80
195,Something to Talk About,Comedy|Drama|Romance,1995,2,85
196,Species,Horror|Sci-Fi,1995,5,58
200,"Tie That Binds, The",Thriller,1995,8,83
206,Unzipped,Documentary,1995,1,95
215,Before Sunrise,Drama|Romance,1995,6,91
216,Billy Madison,Comedy,1995,10,85
217,"Babysitter, The",Drama|Thriller,1995,10,79
218,Boys on the Side,Comedy|Drama,1995,6,61
222,Circle of Friends,Drama|Romance,1995,2,58
228,Destiny Turns on the Radio,Comedy,1995,2,79
237,Forget Paris,Comedy|Romance,1995,7,82
239,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995,8,63
240,Hideaway,Thriller,1995,6,57
243,Gordy,Children|Comedy|Fantasy,1995,4,72
244,Gumby: The Movie,Animation|Children,1995,5,97
250,Heavyweights (Heavy Weights),Children|Comedy,1995,6,52
251,"Hunted, The",Action,1995,3,51
255,"Jerky Boys, The",Comedy,1995,2,79
257,Just Cause,Mystery|Thriller,1995,6,91
259,Kiss of Death,Crime|Drama|Thriller,1995,2,67
278,Miami Rhapsody,Comedy,1995,10,67
283,New Jersey Drive,Crime|Drama,1995,6,50
292,Outbreak,Action|Drama|Sci-Fi|Thriller,1995,5,54
294,"Perez Family, The",Comedy|Romance,1995,9,64
325,National Lampoon's Senior Trip,Comedy,1995,10,90
335,Underneath,Mystery|Thriller,1995,5,64
336,"Walking Dead, The",Drama|War,1995,6,62
338,Virtuosity,Action|Sci-Fi|Thriller,1995,4,63
343,"Baby-Sitters Club, The",Children,1995,9,85
388,Boys Life,Drama,1995,2,89
581,"Celluloid Closet, The",Documentary,1995,7,60
606,Candyman: Farewell to the Flesh,Fantasy|Horror,1995,3,77
617,"Flower of My Secret, The (La flor de mi secreto)",Comedy|Drama,1995,10,55
627,"Last Supper, The",Drama|Thriller,1995,7,93
633,Denise Calls Up,Comedy,1995,1,65
638,Jack and Sarah,Romance,1995,1,67
665,Underground,Comedy|Drama|War,1995,6,81
679,"Run of the Country, The",Drama,1995,2,58
688,Operation Dumbo Drop,Action|Adventure|Comedy|War,1995,5,57
690,"Promise, The (Versprechen, Das)",Drama|Romance,1995,7,89
696,Butterfly Kiss,Drama|Thriller,1995,7,74
698,Delta of Venus,Drama,1995,6,65
728,Cold Comfort Farm,Comedy,1995,5,54
745,Wallace & Gromit: A Close Shave,Animation|Children|Comedy,1995,8,90
754,Gold Diggers: The Secret of Bear Mountain,Adventure|Children,1995,10,95
816,Two Deaths,Drama,1995,2,53
831,Stonewall,Drama,1995,9,60
864,"Wife, The",Comedy|Drama,1995,10,73
888,Land Before Time III: The Time of the Great Giving,Adventure|Animation|Children|Musical,1995,1,96
1087,Madame Butterfly,Musical,1995,4,89
1428,Angel Baby,Drama,1995,10,69
1757,Fallen Angels (Duo luo tian shi),Drama|Romance,1995,3,72
2483,"Day of the Beast, The (Día de la Bestia, El)",Adventure|Comedy|Thriller,1995,7,52
4750,3 Ninjas Knuckle Up,Action|Children,1995,2,58
6857,Ninja Scroll (Jûbei ninpûchô),Action|Adventure|Animation|Fantasy,1995,8,83
8839,"Mangler, The",Horror,1995,3,96
26903,Whisper of the Heart (Mimi wo sumaseba),Animation|Drama|Romance,1995,4,85
32352,"Thief and the Cobbler, The (a.k.a. Arabian Knight)",Adventure|Animation|Comedy|Fantasy,1995,8,87
32554,Memories (Memorîzu),Animation|Fantasy|Sci-Fi|Thriller,1995,6,82
44421,"Personal Journey with Martin Scorsese Through American Movies, A",Documentary,1995,10,57
51357,Citizen X,Crime|Drama|Thriller,1995,10,100
95963,Dragon Ball Z: Wrath of the Dragon (Doragon bôru Z 13: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru),Action|Adventure|Animation,1995,3,75
61,Eye for an Eye,Drama|Thriller,1995,1,62
64,Two if by Sea,Comedy|Romance,1995,4,74
65,Bio-Dome,Comedy,1995,2,96
