movie,title,genres,year,Rating,RottenTomato
615,Bread and Chocolate (Pane e cioccolata),Comedy|Drama,1973,9,86
1077,Sleeper,Comedy|Sci-Fi,1973,8,60
1997,"Exorcist, The",Horror|Mystery,1973,4,97
2137,Charlotte's Web,Animation|Children,1973,8,100
2495,"Fantastic Planet, The (Planète sauvage, La)",Animation|Sci-Fi,1973,5,61
2531,Battle for the Planet of the Apes,Action|Sci-Fi,1973,2,94
2991,Live and Let Die,Action|Adventure|Thriller,1973,4,58
3034,Robin Hood,Adventure|Animation|Children|Comedy|Musical,1973,3,54
3200,"Last Detail, The",Comedy|Drama,1973,5,99
3363,American Graffiti,Comedy|Drama,1973,6,92
3655,Blow-Out (La grande bouffe),Drama,1973,1,52
3741,Badlands,Crime|Drama|Thriller,1973,3,90
3771,The Golden Voyage of Sinbad,Action|Adventure|Fantasy,1973,7,76
6271,Day for Night (La Nuit Américaine),Comedy|Drama|Romance,1973,3,88
6613,"Day of the Dolphin, The",Drama,1973,5,56
6724,Paper Moon,Comedy|Crime|Drama,1973,10,57
7089,Amarcord,Comedy|Drama,1973,7,83
7396,Scenes From a Marriage (Scener ur ett äktenskap),Drama,1973,10,73
7482,Enter the Dragon,Action|Crime,1973,8,100
7889,Pat Garrett and Billy the Kid,Western,1973,10,90
8042,Mean Streets,Crime|Drama,1973,8,95
26294,My Name Is Nobody (Il Mio nome è Nessuno),Comedy|Western,1973,10,83
26303,Sisters,Horror|Thriller,1973,6,78
26326,"Holy Mountain, The (Montaña sagrada, La)",Drama,1973,4,60
27109,Lady Snowblood (Shurayukihime),Action|Crime|Drama|Thriller,1973,3,60
53887,O Lucky Man!,Comedy|Drama|Fantasy|Musical,1973,5,59
1221,"Godfather: Part II, The",Crime|Drama,1973,1,83
1278,Young Frankenstein,Comedy|Fantasy,1973,2,97
2524,"Towering Inferno, The",Action|Adventure|Drama|Thriller,1973,3,79
3590,"Lords of Flatbush, The",Comedy|Drama,1973,1,72
3639,"Man with the Golden Gun, The",Action|Adventure|Thriller,1973,4,59
3671,Blazing Saddles,Comedy|Western,1973,5,65
3672,Benji,Adventure|Children,1973,4,72
3730,"Conversation, The",Drama|Mystery,1973,2,87
5088,"Going Places (Valseuses, Les)",Comedy|Crime|Drama,1973,6,62
5980,Black Christmas,Horror|Mystery|Thriller,1973,5,51
7093,"Front Page, The",Comedy,1973,6,91
7720,"Four Musketeers, The",Action|Adventure|Comedy|Romance,1973,6,53
7792,"Parallax View, The",Thriller,1973,5,51
7817,Zardoz,Fantasy|Sci-Fi,1973,10,80
7892,"Street Fighter, The (Gekitotsu! Satsujin ken)",Action,1973,3,80
7895,Bring Me the Head of Alfredo Garcia,Crime|Drama|Thriller,1973,7,65
8838,Alice Doesn't Live Here Anymore,Drama|Romance,1973,1,78
8998,That's Entertainment,Documentary,1973,4,77
32735,Arabian Nights (Il fiore delle mille e una notte),Comedy|Drama|Fantasy,1973,5,85
47330,Dirty Mary Crazy Larry,Action|Crime|Drama|Romance,1973,5,90
85316,Winnie the Pooh and Tigger Too,Animation|Children,1973,8,88
