movie,title,genres,year,Rating,RottenTomato
934,Father of the Bride,Comedy,1950,3,58
1022,Cinderella,Animation|Children|Fantasy|Musical|Romance,1950,2,57
2187,Stage Fright,Mystery|Romance|Thriller,1950,1,96
3364,"Asphalt Jungle, The",Crime|Film-Noir,1950,9,96
5291,Rashomon (Rashômon),Crime|Drama|Mystery,1950,9,52
6273,In a Lonely Place,Drama|Film-Noir|Mystery|Romance,1950,4,88
6405,Treasure Island,Adventure|Children,1950,1,82
6739,At War with the Army,Comedy|Musical|Romance,1950,2,68
7196,"Men, The",Drama,1950,6,51
7223,D.O.A.,Drama|Film-Noir|Mystery,1950,7,66
7395,Cheaper by the Dozen,Comedy|Drama,1950,7,51
25962,King Solomon's Mines,Action|Adventure|Romance,1950,8,55
44073,Stromboli,Drama,1950,10,67
59832,Where the Sidewalk Ends,Crime|Drama|Film-Noir,1950,4,90
900,"American in Paris, An",Musical|Romance,1950,1,96
1104,"Streetcar Named Desire, A",Drama,1950,2,67
1253,"Day the Earth Stood Still, The",Drama|Sci-Fi|Thriller,1950,7,63
2186,Strangers on a Train,Crime|Drama|Film-Noir|Thriller,1950,5,98
2660,"Thing from Another World, The",Horror|Sci-Fi,1950,9,75
3406,Captain Horatio Hornblower R.N.,Action|Adventure|Drama|War,1950,9,81
5603,"Lavender Hill Mob, The",Comedy|Crime,1950,4,90
5604,"Man in the White Suit, The",Comedy|Sci-Fi,1950,8,67
7211,People Will Talk,Comedy|Romance,1950,7,98
8492,"Christmas Carol, A (Scrooge)",Drama|Fantasy,1950,8,89
31156,Abbott and Costello Meet the Invisible Man,Comedy|Sci-Fi,1950,3,94
87218,He Ran All the Way,Crime|Drama|Film-Noir,1950,9,97
89881,Superman and the Mole-Men,Children|Mystery|Sci-Fi,1950,9,88
