movie,title,genres,year,Rating,RottenTomato
1212,"Third Man, The",Film-Noir|Mystery|Thriller,1949,10,52
2430,Mighty Joe Young,Adventure|Children|Drama,1949,4,79
3606,On the Town,Comedy|Musical|Romance,1949,6,79
4338,Twelve O'Clock High,Drama|War,1949,1,81
5440,She Wore a Yellow Ribbon,Western,1949,1,63
6650,Kind Hearts and Coronets,Comedy|Drama,1949,7,98
7121,Adam's Rib,Comedy|Romance,1949,5,93
7212,I Was a Male War Bride,Comedy|Romance,1949,9,68
7407,Africa Screams,Adventure|Comedy,1949,5,53
7924,Stray Dog (Nora inu),Drama|Film-Noir|Thriller,1949,1,90
8257,Battleground,Action|Drama|War,1949,7,65
8459,"Heiress, The",Drama|Romance,1949,1,50
8752,"Set-Up, The",Drama|Film-Noir|Romance,1949,10,64
8768,Criss Cross,Crime|Drama|Film-Noir,1949,4,60
25945,They Live by Night,Crime|Film-Noir|Romance,1949,4,62
25952,"Letter to Three Wives, A",Comedy|Drama,1949,9,86
83603,Fern flowers (Fleur de fougère),Animation,1949,7,67
755,Kim,Children|Drama,1949,2,85
922,Sunset Blvd. (a.k.a. Sunset Boulevard),Drama|Film-Noir|Romance,1949,3,72
926,All About Eve,Drama,1949,9,76
3088,Harvey,Comedy|Fantasy,1949,8,87
3341,Born Yesterday,Comedy,1949,3,81
3780,Rocketship X-M,Sci-Fi,1949,10,77
5826,Rio Grande,Romance|Western,1949,8,98
6429,Winchester '73,Western,1949,1,60
25965,Summer Stock,Comedy|Musical|Romance,1949,4,54
31770,Night and the City,Film-Noir|Thriller,1949,6,56
32369,Panic in the Streets,Crime|Drama|Film-Noir|Thriller,1949,2,90
52378,No Way Out,Drama|Film-Noir,1949,4,82
69559,"File on Thelma Jordan, The",Crime|Drama|Film-Noir|Mystery,1949,1,87
