movie,title,genres,year,Rating,RottenTomato
1013,"Parent Trap, The",Children|Comedy|Romance,1961,6,89
1076,"Innocents, The",Drama|Horror|Thriller,1961,8,70
1947,West Side Story,Drama|Musical|Romance,1961,3,73
2015,"Absent-Minded Professor, The",Children|Comedy|Fantasy,1961,10,96
2732,Jules and Jim (Jules et Jim),Drama|Romance,1961,2,68
3330,Splendor in the Grass,Drama|Romance,1961,6,93
3350,"Raisin in the Sun, A",Drama,1961,9,75
3468,"Hustler, The",Drama,1961,10,94
3926,Voyage to the Bottom of the Sea,Adventure|Sci-Fi,1961,7,92
4428,"Misfits, The",Comedy|Drama|Romance|Western,1961,7,50
4804,Pocketful of Miracles,Comedy|Drama,1961,4,90
5063,One-Eyed Jacks,Western,1961,9,86
5963,"Children's Hour, The",Drama,1961,1,62
6225,King of Kings,Drama,1961,8,54
6446,"Comancheros, The",Action|Adventure|Drama|Romance,1961,2,81
6579,"One, Two, Three",Comedy,1961,10,94
6599,Accattone,Drama,1961,6,95
7939,Through a Glass Darkly (Såsom i en spegel),Drama,1961,6,55
8239,Viridiana,Comedy|Drama,1961,7,91
60990,"End of Summer, The (Early Autumn) (Kohayagawa-ke no aki)",Drama,1961,10,55
1204,Lawrence of Arabia,Adventure|Drama|War,1961,10,72
1267,"Manchurian Candidate, The",Crime|Thriller|War,1961,9,65
1344,Cape Fear,Crime|Drama|Thriller,1961,9,55
2365,King Kong vs. Godzilla (Kingukongu tai Gojira),Action|Sci-Fi,1961,1,60
2729,Lolita,Drama|Romance,1961,1,57
3546,What Ever Happened to Baby Jane?,Drama|Horror|Thriller,1961,9,70
3737,Lonely Are the Brave,Drama|Western,1961,7,96
3833,"Brain That Wouldn't Die, The",Horror|Sci-Fi,1961,4,56
4406,"Man Who Shot Liberty Valance, The",Crime|Drama|Western,1961,3,63
4704,Hatari!,Adventure|Comedy,1961,7,67
5398,Requiem for a Heavyweight,Drama,1961,10,94
6514,Ring of Terror,Horror,1961,2,97
6858,Knife in the Water (Nóz w wodzie),Drama,1961,2,78
7043,Vivre sa vie: Film en douze tableaux (My Life to Live),Drama,1961,2,64
7619,"Miracle Worker, The",Drama,1961,4,54
8057,Sweet Bird of Youth,Drama,1961,3,87
8477,"Jetée, La",Romance|Sci-Fi,1961,1,74
8620,"Exterminating Angel, The (Ángel exterminador, El)",Comedy|Drama|Fantasy|Mystery,1961,4,73
8661,How the West Was Won,Adventure|Drama|Western,1961,6,76
26082,Harakiri (Seppuku),Drama,1961,3,51
26094,"Eclisse, L' (Eclipse)",Drama,1961,8,75
