movie,title,genres,year,Rating,RottenTomato
154,Beauty of the Day (Belle de jour),Drama,1967,5,78
1247,"Graduate, The",Comedy|Drama|Romance,1967,6,68
1276,Cool Hand Luke,Drama,1967,7,95
1950,In the Heat of the Night,Drama|Mystery,1967,3,85
2049,"Happiest Millionaire, The",Comedy|Musical,1967,4,76
2078,"Jungle Book, The",Animation|Children|Comedy|Musical,1967,8,95
2135,Doctor Dolittle,Adventure|Children|Musical,1967,8,73
2870,Barefoot in the Park,Comedy,1967,9,81
3451,Guess Who's Coming to Dinner,Drama,1967,7,88
4854,Clambake,Musical,1967,6,60
5142,"Firemen's Ball, The (Horí, má panenko)",Comedy|Drama,1967,6,54
6257,I Am Curious (Yellow) (Jag är nyfiken - en film i gult),Drama,1967,3,88
6480,Thoroughly Modern Millie,Comedy|Musical,1967,5,99
6639,Wait Until Dark,Drama|Thriller,1967,6,56
7587,"Samouraï, Le (Godson, The)",Crime|Drama|Thriller,1967,3,73
7714,Camelot,Drama|Musical|Romance,1967,8,61
7888,How to Succeed in Business Without Really Trying,Comedy|Musical,1967,9,90
7959,"Trip, The",Drama,1967,8,72
8819,Double Trouble,Musical,1967,7,67
8928,"Fearless Vampire Killers, The",Comedy|Horror,1967,1,94
26163,Don't Look Back,Documentary|Musical,1967,2,68
26171,Play Time (a.k.a. Playtime),Comedy,1967,10,85
26178,Two for the Road,Comedy|Drama|Romance,1967,6,95
26180,Up the Down Staircase,Drama,1967,7,83
34517,Berserk,Horror|Mystery|Thriller,1967,6,76
51044,Magical Mystery Tour,Comedy|Musical,1967,4,67
53737,"Night of the Generals, The",Crime|Drama|Mystery|Thriller|War,1967,1,90
55078,Far from the Madding Crowd,Drama|Romance,1967,7,52
107412,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa)",Comedy|Romance,1967,2,50
775,Spirits of the Dead,Horror|Mystery,1967,8,59
968,Night of the Living Dead,Horror|Sci-Fi|Thriller,1967,3,85
1209,Once Upon a Time in the West (C'era una volta il West),Action|Drama|Western,1967,5,95
2035,Blackbeard's Ghost,Children|Comedy,1967,5,59
2160,Rosemary's Baby,Drama|Horror|Thriller,1967,10,53
2857,Yellow Submarine,Adventure|Animation|Comedy|Fantasy|Musical,1967,7,95
2922,Hang 'Em High,Crime|Drama|Western,1967,8,52
3427,Coogan's Bluff,Crime,1967,2,97
3875,"Devil Rides Out, The",Horror,1967,6,75
4427,"Lion in Winter, The",Drama,1967,5,93
4912,Funny Girl,Drama|Musical|Romance,1967,3,73
5004,"Party, The",Comedy,1967,1,94
6808,Where Eagles Dare,Action|Adventure|War,1967,9,73
7136,Stolen Kisses (Baisers volés),Comedy|Drama|Romance,1967,3,53
7650,"Witchfinder General (Conquerer Worm, The)",Horror,1967,1,82
8763,"One and Only, Genuine, Original Family Band, The",Children|Comedy|Musical,1967,6,71
8882,"Boston Strangler, The",Crime|Drama|Mystery|Thriller,1967,1,71
26164,Fando and Lis (Fando y Lis),Adventure|Fantasy,1967,10,68
32174,"Green Berets, The",Action|Drama|War,1967,9,86
39659,Teorema,Drama,1967,2,70
86982,Destroy All Monsters (Kaijû sôshingeki),Action|Sci-Fi|Thriller,1967,6,55
