movie,title,genres,year,Rating,RottenTomato
1207,To Kill a Mockingbird,Drama,1962,7,56
2056,In Search of the Castaways,Adventure|Children,1962,10,61
2905,Sanjuro (Tsubaki Sanjûrô),Action|Adventure|Drama,1962,10,64
2949,Dr. No,Action|Adventure|Thriller,1962,10,52
3062,"Longest Day, The",Action|Drama|War,1962,7,67
3604,Gypsy,Musical,1962,5,99
3627,Carnival of Souls,Horror|Thriller,1962,2,93
4263,Days of Wine and Roses,Drama,1962,4,61
5981,"Day of the Triffids, The",Horror|Sci-Fi,1962,8,54
6414,Gay Purr-ee,Animation|Children|Musical,1962,9,78
6460,"Trial, The (Procès, Le)",Drama,1962,8,74
7062,Birdman of Alcatraz,Drama,1962,9,76
7082,That Touch of Mink,Comedy|Romance,1962,2,56
8650,Long Day's Journey Into Night,Drama,1962,2,90
26079,David and Lisa,Drama,1962,2,51
26084,"Music Man, The",Children|Comedy|Musical|Romance,1962,6,66
26085,Mutiny on the Bounty,Adventure|Drama|Romance,1962,3,88
26086,"Occurrence at Owl Creek Bridge, An (La rivière du hibou)",Drama|War,1962,5,89
26093,"Wonderful World of the Brothers Grimm, The",Adventure|Animation|Children|Comedy|Drama|Fantasy|Musical|Romance,1962,10,80
32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo),Drama|War,1962,3,64
911,Charade,Comedy|Crime|Mystery|Romance|Thriller,1962,1,61
1025,"Sword in the Stone, The",Animation|Children|Fantasy|Musical,1962,3,97
1251,8 1/2 (8½),Drama|Fantasy,1962,7,77
1262,"Great Escape, The",Action|Adventure|Drama|War,1962,9,76
1333,"Birds, The",Horror|Thriller,1962,8,75
2057,"Incredible Journey, The",Adventure|Children,1962,4,93
2550,"Haunting, The",Horror|Thriller,1962,10,74
2948,From Russia with Love,Action|Adventure|Thriller,1962,5,74
3344,Blood Feast,Horror,1962,7,92
3467,Hud,Drama|Western,1962,10,74
3921,Beach Party,Comedy,1962,8,72
4187,Lilies of the Field,Drama,1962,10,85
4401,Donovan's Reef,Action|Comedy|Romance,1962,7,71
4414,X: The Man with the X-Ray Eyes,Sci-Fi|Thriller,1962,2,52
4799,"It's a Mad, Mad, Mad, Mad World",Action|Adventure|Comedy|Crime,1962,10,74
6662,"Pink Panther, The",Comedy|Crime,1962,1,95
6728,"Ugly American, The",Drama,1962,5,60
7757,Jason and the Argonauts,Action|Adventure|Fantasy,1962,8,92
7938,Winter Light (Nattvardsgästerna),Drama,1962,3,72
8126,Shock Corridor,Drama,1962,2,66
32395,Attack of the Mushroom People (Matango),Fantasy|Horror|Sci-Fi|Thriller,1962,9,96
44597,Youth of the Beast (Yaju no seishun),Action|Crime|Mystery,1962,6,74
51773,"America, America",Drama,1962,8,66
72880,Flaming Creatures,Drama,1962,1,55
106004,Maniac,Crime|Horror|Mystery|Romance|Thriller,1962,1,92
