movie,title,genres,year,Rating,RottenTomato
820,"Death in the Garden (Mort en ce jardin, La)",Drama,1956,4,100
948,Giant,Drama|Romance|Western,1956,7,87
952,Around the World in 80 Days,Adventure|Comedy,1956,8,97
2726,"Killing, The",Crime|Film-Noir,1956,2,87
3365,"Searchers, The",Drama|Western,1956,8,98
4046,Friendly Persuasion,Drama,1956,5,79
6064,"Harder They Fall, The",Drama|Film-Noir,1956,1,85
6516,Anastasia,Drama,1956,9,70
8194,Baby Doll,Drama,1956,2,85
8403,Helen of Troy,Action|Adventure|Drama|Romance|War,1956,6,57
26010,Carousel,Musical|Romance,1956,4,94
26012,Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima),Action|Adventure|Drama,1956,1,62
26013,Rodan (Sora no daikaijû Radon),Adventure,1956,3,95
47196,"Rainmaker, The",Comedy|Romance|Thriller|Western,1956,5,57
62049,1984,Drama|Sci-Fi,1956,10,73
1178,Paths of Glory,Drama|War,1956,1,98
1203,12 Angry Men,Drama,1956,7,71
1237,"Seventh Seal, The (Sjunde inseglet, Det)",Drama,1956,6,66
2874,"Pajama Game, The",Comedy|Musical|Romance,1956,1,87
3038,"Face in the Crowd, A",Drama,1956,3,92
3096,My Man Godfrey,Comedy,1956,8,56
3136,"James Dean Story, The",Documentary,1956,4,67
3640,"King in New York, A",Comedy|Drama,1956,10,66
3934,Kronos,Sci-Fi,1956,6,52
4432,Sweet Smell of Success,Drama|Film-Noir,1956,8,59
5147,Wild Strawberries (Smultronstället),Drama,1956,10,97
5373,"Cranes Are Flying, The (Letyat zhuravli)",Drama|Romance|War,1956,2,58
6355,"Girls, Les",Musical,1956,8,74
6390,Silk Stockings,Musical,1956,2,78
6450,"Heaven Knows, Mr. Allison",Drama|War,1956,3,56
6918,"Unvanquished, The (Aparajito)",Drama,1956,2,70
6970,Desk Set,Comedy|Romance,1956,1,52
7766,Throne of Blood (Kumonosu jô),Action|Drama|Thriller|War,1956,3,51
8672,Battle Hymn,Drama,1956,5,68
26025,"Spirit of St. Louis, The",Adventure|Drama,1956,4,91
82313,Nightfall,Crime|Drama|Film-Noir,1956,1,86
