movie,title,genres,year,Rating,RottenTomato
1073,Willy Wonka & the Chocolate Factory,Children|Comedy|Fantasy|Musical,1971,5,67
1206,"Clockwork Orange, A",Crime|Drama|Sci-Fi|Thriller,1971,8,54
1419,Walkabout,Adventure|Drama,1971,2,77
1953,"French Connection, The",Action|Crime|Thriller,1971,3,86
1964,Klute,Drama|Mystery,1971,9,72
2032,"Barefoot Executive, The",Children|Comedy,1971,2,98
3032,"Omega Man, The",Action|Drama|Sci-Fi|Thriller,1971,6,58
3093,McCabe & Mrs. Miller,Drama|Western,1971,5,94
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen),Drama|Horror,1971,4,96
3216,"Vampyros Lesbos (Vampiras, Las)",Fantasy|Horror|Thriller,1971,7,51
3522,Sacco and Vanzetti (Sacco e Vanzetti),Drama,1971,3,87
3947,Get Carter,Action|Crime|Drama|Thriller,1971,6,86
3957,Billy Jack,Action|Drama,1971,8,66
3984,Diamonds Are Forever,Action|Adventure|Thriller,1971,1,99
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong)",Action|Thriller,1971,5,81
4803,Play Misty for Me,Drama|Thriller,1971,10,96
4855,Dirty Harry,Action|Crime|Thriller,1971,3,83
6229,Two-Lane Blacktop,Drama,1971,3,50
6301,Straw Dogs,Drama|Thriller,1971,3,85
6303,"Andromeda Strain, The",Mystery|Sci-Fi,1971,6,98
6684,Death in Venice (Morte a Venezia),Drama|Romance,1971,2,88
7300,Vanishing Point,Action|Drama,1971,8,81
7894,"Duck, You Sucker",Action|Western,1971,10,84
8929,Black Beauty,Children|Drama,1971,6,91
31549,Fata Morgana,Documentary|Drama|Sci-Fi,1971,3,70
32203,Brian's Song,Drama,1971,4,61
37277,200 Motels,Comedy|Musical,1971,5,75
47274,Murmur of the Heart (Le souffle au coeur),Drama,1971,2,55
67504,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit),Documentary,1971,2,62
1162,"Ruling Class, The",Comedy|Drama,1971,7,58
2178,Frenzy,Thriller,1971,2,95
2532,Conquest of the Planet of the Apes,Action|Sci-Fi,1971,7,73
2871,Deliverance,Adventure|Drama|Thriller,1971,10,64
3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The",Drama,1971,8,53
3074,Jeremiah Johnson,Western,1971,2,80
3503,Solaris (Solyaris),Drama|Mystery|Sci-Fi,1971,6,74
3545,Cabaret,Drama|Musical,1971,5,81
3588,"King of Marvin Gardens, The",Crime|Drama,1971,4,74
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Comedy,1971,5,78
4422,Cries and Whispers (Viskningar och rop),Drama,1971,7,85
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men)",Action|Drama|Romance|Thriller,1971,9,92
5002,Fritz the Cat,Animation,1971,3,79
5120,Sleuth,Comedy|Mystery|Thriller,1971,2,60
5569,"Last House on the Left, The",Crime|Horror|Thriller,1971,2,53
6533,"What's Up, Doc?",Comedy,1971,6,84
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le)",Comedy|Drama|Fantasy,1971,1,96
7084,"Play It Again, Sam",Comedy|Romance,1971,10,91
7272,Super Fly (Superfly),Action|Crime|Drama,1971,8,98
31524,"Bitter Tears of Petra von Kant, The (bitteren Tränen der Petra von Kant, Die)",Drama,1971,2,97
41226,Sounder,Drama,1971,5,56
48061,Snoopy Come Home,Animation|Children|Comedy|Musical,1971,6,58
78903,State of Siege (État de siège),Drama|Thriller,1971,2,71
