movie,title,genres,year,Rating,RottenTomato
1036,Die Hard,Action|Crime|Thriller,1988,6,65
1079,"Fish Called Wanda, A",Comedy|Crime,1988,4,88
1189,"Thin Blue Line, The",Documentary,1988,1,82
1971,"Nightmare on Elm Street 4: The Dream Master, A",Horror|Thriller,1988,10,58
1985,Halloween 4: The Return of Michael Myers,Horror,1988,10,76
2022,"Last Temptation of Christ, The",Drama,1988,4,90
2173,"Navigator: A Mediaeval Odyssey, The",Adventure|Fantasy|Sci-Fi,1988,5,56
2174,Beetlejuice,Comedy|Fantasy,1988,3,79
2246,Stars and Bars,Action|Comedy|Romance,1988,8,60
2247,Married to the Mob,Comedy,1988,10,83
2263,"Seventh Sign, The",Drama|Fantasy|Thriller,1988,9,98
2382,Police Academy 5: Assignment: Miami Beach,Comedy|Crime,1988,8,75
2408,Cocoon: The Return,Comedy|Sci-Fi,1988,10,82
2733,Vibes,Adventure|Comedy|Romance,1988,7,81
2796,Funny Farm,Comedy,1988,7,62
2797,Big,Comedy|Drama|Fantasy|Romance,1988,3,57
2900,Monkey Shines,Horror|Sci-Fi,1988,5,62
2926,Hairspray,Comedy|Drama,1988,9,85
2987,Who Framed Roger Rabbit?,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,1988,8,69
3087,Scrooged,Comedy|Fantasy|Romance,1988,7,56
3104,Midnight Run,Action|Comedy|Crime|Thriller,1988,5,50
3142,U2: Rattle and Hum,Documentary|Musical,1988,6,65
3211,"Cry in the Dark, A",Drama,1988,10,68
3361,Bull Durham,Comedy|Drama|Romance,1988,7,57
3412,"Bear, The (Ours, L')",Adventure|Children|Drama,1988,8,59
3577,Two Moon Junction,Drama|Romance,1988,10,59
3613,Things Change,Comedy,1988,9,83
3701,Alien Nation,Crime|Drama|Sci-Fi|Thriller,1988,5,62
3710,Action Jackson,Action|Comedy|Crime|Thriller,1988,8,59
4003,She's Having a Baby,Comedy,1988,5,97
4062,Mystic Pizza,Comedy|Drama|Romance,1988,4,95
4066,I'm Gonna Git You Sucka,Action|Comedy,1988,3,66
4181,Tapeheads,Comedy,1988,4,92
4462,18 Again!,Comedy|Fantasy,1988,9,53
4464,"Accidental Tourist, The",Comedy|Drama|Romance,1988,2,55
4466,Above the Law,Action|Crime|Drama,1988,2,83
4470,Ariel,Drama,1988,7,89
4474,Beaches,Comedy|Drama|Musical,1988,9,83
4475,"Beast of War, The (Beast, The)",Drama|War,1988,8,55
4477,Big Top Pee-Wee,Adventure|Children|Comedy,1988,5,59
4478,Biloxi Blues,Comedy|Drama,1988,9,92
4482,"Bright Lights, Big City",Drama,1988,2,90
4488,Colors,Action|Crime|Drama,1988,2,70
4490,"Couch Trip, The",Comedy,1988,10,57
4491,Criminal Law,Thriller,1988,1,81
4493,Critters 2: The Main Course,Comedy|Horror|Sci-Fi,1988,7,94
4500,Drowning by Numbers,Comedy|Drama,1988,10,64
4501,"Elvira, Mistress of the Dark",Comedy|Horror,1988,3,51
4502,Ernest Saves Christmas,Children|Comedy,1988,4,87
4503,Everybody's All-American,Romance,1988,5,57
4506,Frantic,Crime|Mystery|Thriller,1988,6,88
4509,"Great Outdoors, The",Comedy,1988,2,79
4511,High Spirits,Comedy,1988,6,80
4515,Imagine: John Lennon,Documentary,1988,3,97
4519,"Land Before Time, The",Adventure|Animation|Children|Fantasy,1988,6,51
4520,License to Drive,Comedy,1988,1,86
4521,Little Nikita,Drama,1988,9,63
4522,Masquerade,Mystery|Romance|Thriller,1988,6,67
4523,Milagro Beanfield War,Comedy|Drama|Fantasy,1988,6,100
4527,"Night in the Life of Jimmy Reardon, A",Comedy|Romance,1988,7,74
4531,Red Heat,Action,1988,8,70
4537,Running on Empty,Drama,1988,10,97
4539,Salsa,Musical|Romance,1988,2,94
4544,Short Circuit 2,Comedy|Sci-Fi,1988,4,84
4546,"Vanishing, The (Spoorloos)",Drama|Thriller,1988,8,97
4550,Switching Channels,Comedy,1988,9,54
4552,"Tetsuo, the Ironman (Tetsuo)",Action|Horror|Sci-Fi|Thriller,1988,2,64
4553,They Live,Action|Sci-Fi|Thriller,1988,7,94
4558,Twins,Comedy,1988,7,75
4587,Earth Girls Are Easy,Comedy|Musical|Sci-Fi,1988,1,57
4859,Kansas,Crime|Drama,1988,1,72
5643,Powaqqatsi,Documentary,1988,5,89
5690,Grave of the Fireflies (Hotaru no haka),Animation|Drama|War,1988,2,72
6244,Salaam Bombay!,Drama,1988,8,88
8656,"Short Film About Killing, A (Krótki film o zabijaniu)",Crime|Drama,1988,1,54
8713,"New Adventures of Pippi Longstocking, The",Adventure|Children|Fantasy|Musical,1988,4,55
8854,Night of the Demons,Horror,1988,2,100
26614,"Bourne Identity, The",Action|Adventure|Drama|Mystery|Thriller,1988,9,86
26631,Alice (Neco z Alenky),Animation|Fantasy|Mystery,1988,9,54
65135,Blackadder's Christmas Carol,Comedy,1988,6,56
67957,Superstar: The Karen Carpenter Story,Drama|Musical,1988,7,99
73531,"Last of England, The",Drama,1988,2,87
96901,"Making of a Legend: Gone with the Wind, The",Documentary,1988,2,67
1127,"Abyss, The",Action|Adventure|Sci-Fi|Thriller,1988,8,61
1185,My Left Foot,Drama,1988,8,50
1186,"Sex, Lies, and Videotape",Drama,1988,9,100
1246,Dead Poets Society,Drama,1988,3,87
1307,When Harry Met Sally...,Comedy|Romance,1988,8,97
1972,"Nightmare on Elm Street 5: The Dream Child, A",Horror,1988,1,61
1981,Friday the 13th Part VIII: Jason Takes Manhattan,Horror,1988,8,60
1986,Halloween 5: The Revenge of Michael Myers,Horror,1988,4,99
