movie,title,genres,year,Rating,RottenTomato
944,Lost Horizon,Drama,1937,5,88
1066,Shall We Dance,Comedy|Musical|Romance,1937,9,90
1933,"Life of Emile Zola, The",Drama,1937,8,51
3217,"Star Is Born, A",Drama,1937,9,53
3447,"Good Earth, The",Drama,1937,3,65
6035,Pépé le Moko,Crime|Drama|Romance,1937,3,97
6254,"Awful Truth, The",Comedy|Romance,1937,1,72
8542,"Day at the Races, A",Comedy|Musical,1937,9,58
25841,Stage Door,Drama,1937,2,61
60343,Wee Willie Winkie,Adventure,1937,4,60
1934,You Can't Take It with You,Comedy|Romance,1937,5,52
7078,Jezebel,Drama,1937,9,96
7222,Reefer Madness (a.k.a. Tell Your Children),Comedy|Drama,1937,3,72
8600,Angels with Dirty Faces,Crime|Drama|Film-Noir|Thriller,1937,4,58
98441,Rebecca of Sunnybrook Farm,Children|Comedy|Drama|Musical,1937,9,61
98611,Just Around the Corner,Comedy|Musical,1937,2,80
