movie,title,genres,year,Rating,RottenTomato
961,Little Lord Fauntleroy,Drama,1936,7,63
1932,"Great Ziegfeld, The",Drama|Musical,1936,4,54
2210,Sabotage,Thriller,1936,5,83
3462,Modern Times,Comedy|Drama|Romance,1936,10,84
7834,After the Thin Man,Comedy|Crime|Mystery|Romance,1936,3,85
25825,Fury,Drama|Film-Noir,1936,3,95
25827,Mr. Deeds Goes to Town,Comedy|Romance,1936,3,68
25828,"Petrified Forest, The",Crime|Drama|Romance,1936,8,64
47606,Captain January,Children|Comedy|Musical,1936,1,77
99089,Poor Little Rich Girl,Adventure|Musical|Romance,1936,3,51
594,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical,1936,9,59
1067,"Damsel in Distress, A",Comedy|Musical|Romance,1936,3,62
3134,Grand Illusion (La grande illusion),Drama|War,1936,7,51
4800,King Solomon's Mines,Action|Adventure|Drama|Romance|Thriller,1936,6,98
5099,Heidi,Children|Drama,1936,7,89
6515,You Only Live Once,Crime|Film-Noir,1936,9,74
25839,Nothing Sacred,Comedy|Drama|Romance,1936,4,89
25842,Topper,Comedy|Fantasy|Romance,1936,10,63
32349,Stella Dallas,Drama,1936,9,99
36553,In Old Chicago,Action|Drama|Musical|War,1936,8,79
