movie,title,genres,year,Rating,RottenTomato
899,Singin' in the Rain,Comedy|Musical|Romance,1952,7,78
1226,"Quiet Man, The",Drama|Romance,1952,2,89
1283,High Noon,Drama|Western,1952,3,91
2848,"Othello (Tragedy of Othello: The Moor of Venice, The)",Drama,1952,10,100
3417,"Crimson Pirate, The",Adventure|Comedy,1952,10,91
4188,Hans Christian Andersen,Children|Musical,1952,6,90
6527,Scaramouche,Adventure|Romance,1952,3,58
6611,Umberto D.,Drama,1952,4,65
6982,Forbidden Games (Jeux interdits),Drama|War,1952,8,99
25971,Carrie,Drama|Romance,1952,4,81
30712,"Narrow Margin, The",Crime|Drama|Film-Noir,1952,7,57
33917,"Member of the Wedding, The",Drama,1952,9,66
56015,Kansas City Confidential,Crime|Drama|Film-Noir|Mystery,1952,10,69
935,"Band Wagon, The",Comedy|Musical,1952,7,87
2087,Peter Pan,Animation|Children|Fantasy|Musical,1952,4,98
2362,Glen or Glenda,Drama,1952,5,90
2661,It Came from Outer Space,Sci-Fi,1952,4,59
2662,"War of the Worlds, The",Action|Drama|Sci-Fi,1952,9,50
3121,"Hitch-Hiker, The",Drama|Film-Noir,1952,8,79
4356,Gentlemen Prefer Blondes,Comedy|Musical|Romance,1952,9,80
5372,Calamity Jane,Musical|Western,1952,4,80
6260,"Robe, The",Drama,1952,6,75
7209,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les)",Comedy,1952,3,96
7700,"Wages of Fear, The (Salaire de la peur, Le)",Action|Adventure|Drama|Thriller,1952,7,57
8848,"Vitelloni, I (a.k.a. The Young and the Passionate)",Drama,1952,6,63
