movie,title,genres,year,Rating,RottenTomato
1011,Herbie Rides Again,Children|Comedy|Fantasy|Romance,1974,1,58
1252,Chinatown,Crime|Film-Noir|Mystery|Thriller,1974,2,80
1329,Blood for Dracula (Andy Warhol's Dracula),Horror,1974,9,58
2074,"Night Porter, The (Portiere di notte, Il)",Crime|Drama|Romance,1974,9,64
2459,"Texas Chainsaw Massacre, The",Horror,1974,1,98
2521,Airport 1975,Action|Drama|Thriller,1974,5,70
2535,Earthquake,Action|Drama|Thriller,1974,7,65
3384,"Taking of Pelham One Two Three, The",Action|Crime,1974,3,74
3430,Death Wish,Action|Crime|Drama,1974,8,75
3738,"Sugarland Express, The",Drama,1974,6,78
3769,Thunderbolt and Lightfoot,Action,1974,4,64
3847,"Ilsa, She Wolf of the SS",Horror,1974,5,61
4220,"Longest Yard, The",Comedy,1974,9,59
4789,Phantom of the Paradise,Comedy|Fantasy|Horror|Musical|Thriller,1974,7,85
5003,"Nine Lives of Fritz the Cat, The",Animation,1974,5,81
5056,"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle)",Crime|Drama,1974,2,99
5341,Lenny,Drama,1974,2,58
5395,"Gambler, The",Drama,1974,5,77
6408,Animals are Beautiful People,Comedy|Documentary,1974,10,86
6509,Ali: Fear Eats the Soul (Angst essen Seele auf),Drama|Romance,1974,7,56
7071,"Woman Under the Influence, A",Drama,1974,9,61
7178,"Great Gatsby, The",Drama,1974,2,100
8879,Murder on the Orient Express,Crime|Mystery|Thriller,1974,2,99
26313,California Split,Comedy|Drama,1974,3,100
26317,Emmanuelle,Drama|Romance,1974,1,65
26318,"Phantom of Liberty, The (Fantôme de la liberté, Le)",Comedy|Drama,1974,2,77
26322,Gone in 60 Seconds,Action|Crime|Drama,1974,7,87
26323,"Groove Tube, The",Comedy,1974,3,88
26324,Harry and Tonto,Comedy|Drama,1974,8,94
26325,Hearts and Minds,Documentary|War,1974,1,59
32211,Thriller: A Cruel Picture (Thriller - en grym film),Action|Crime|Drama|Thriller,1974,6,82
50245,Alice in the Cities (Alice in den Stadten),Drama,1974,3,88
59935,Flesh Gordon,Adventure|Comedy|Sci-Fi,1974,3,69
66019,"Great Ecstasy of Woodcarver Steiner, The (Große Ekstase des Bildschnitzers Steiner, Die)",Documentary,1974,5,82
75990,"Apprenticeship of Duddy Kravitz, The",Comedy|Drama,1974,6,50
88106,Mahler,Drama,1974,8,58
1136,Monty Python and the Holy Grail,Adventure|Comedy|Fantasy,1974,10,75
1193,One Flew Over the Cuckoo's Nest,Drama,1974,3,98
1387,Jaws,Action|Horror,1974,1,59
2303,Nashville,Drama|Musical,1974,5,97
2346,"Stepford Wives, The",Mystery|Sci-Fi|Thriller,1974,7,66
2657,"Rocky Horror Picture Show, The",Comedy|Horror|Musical|Sci-Fi,1974,5,92
2819,Three Days of the Condor (3 Days of the Condor),Drama|Mystery|Romance|Thriller,1974,3,64
2981,"Brother, Can You Spare a Dime?",Documentary,1974,6,62
3470,Dersu Uzala,Adventure|Drama,1974,7,86
3814,Love and Death,Comedy,1974,7,98
4045,Breakheart Pass,Western,1974,7,88
5302,Breakout,Action|Adventure,1974,4,51
5522,Rollerball,Action|Drama|Sci-Fi,1974,1,58
7115,Deep Red (Profondo rosso),Horror|Mystery|Thriller,1974,8,62
7921,"Devil's Rain, The",Horror,1974,9,84
7991,Death Race 2000,Action|Sci-Fi,1974,6,77
8264,Grey Gardens,Documentary,1974,3,78
8290,Mitchell,Action|Crime,1974,5,56
8727,"Day of the Locust, The",Drama,1974,4,79
26338,Cousin cousine,Comedy|Romance,1974,9,74
26342,"Farewell, My Lovely",Crime|Mystery|Thriller,1974,6,64
26346,"Story of Adele H., The (Histoire d'Adèle H., L')",Drama,1974,5,82
62764,Black Moon,Fantasy|Mystery|Sci-Fi|War,1974,7,72
